Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating
S P Hospital,Chennai,TAMILNADU,3.1,268.0,"X6V2+99 Chennai, Tamil Nadu",13.0333125,80.2346179,1.6458124427317509
Sai Ortho Care Hospitals P Ltd,Chennai,TAMILNADU,4.2,117.0,"26MP+8V Chennai, Tamil Nadu",13.0333125,80.2346179,1.9120283926051387
"Sankara Kidney Hospital ( A Unit Of 
Satyanorayana Medical And Research 
Trus",Chennai,TAMILNADU,4.1,228.5,"W4QW+R9 Chennai, Tamil Nadu",12.9395625,80.1433679,2.134461682575174
Sbs Hospital-Chennai,Chennai,TAMILNADU,2.9,90.0,"355V+QP Chennai, Tamil Nadu",13.0594375,80.1917429,1.2245244465455782
"Shanmugam Multi Speciality Hospital 
(SMS)",CHENNAI,TAMILNADU,3.6,80.0,"476W+MR Chennai, Tamil Nadu",13.1116875,80.2944929,1.4952135462883236
Shivasunder Hospital,Chennai,TAMILNADU,3.2,78.0,"X7X5+43 Chennai, Tamil Nadu",12.9978125,80.2551179,1.3135580341563562
Sibi Hospital,Chennai,TAMILNADU,2.3,45.0,"X59R+W5 Chennai, Tamil Nadu",12.9698125,80.1878679,0.8019015850117508
Sinus And Nose Hospital,Chennai,TAMILNADU,3.6,35.0,"27PH+24 Chennai, Tamil Nadu",13.0350625,80.2752429,1.2066508823442958
Sooriya Hospital,Chennai,TAMILNADU,3.9,937.0,"26X3+79 Chennai, Tamil Nadu",13.0437552,80.2023516,2.569717415601625
"Soundarapandian Bone And Joint 
Hospital And Research Institute Pvt Ltd",CHENNAI,TAMILNADU,4.1,818.0,"36M8+M7 Chennai, Tamil Nadu",13.0841875,80.2131179,2.6500308474539382
Sri Balaji Hospital,CHENNAI,TAMILNADU,4.1,365.0,"2644+WC Chennai, Tamil Nadu",13.0073125,80.2034929,2.3236106658763047
Sri Ranga Hospital,Chennai,TAMILNADU,3.9,121.0,"27H7+JH Chennai, Tamil Nadu",13.0290625,80.2613679,1.783412099248411
Srm Speciality Hospital,Chennai,TAMILNADU,3.4,121.0,"26RF+PV Chennai, Tamil Nadu",13.0418125,80.2221179,1.5459856703512718
St.Thomas Hospital,Chennai,TAMILNADU,4.2,519.0,"256W+VH Chennai, Tamil Nadu",13.0121875,80.1938679,2.5277534376644506
Sudha Hospital,Chennai,TAMILNADU,4.9,282.0,"477R+4P Chennai, Tamil Nadu",13.1128125,80.2892429,2.6658010583760134
Sugam Hospital ( Thiruvottiyur Market),Chennai,TAMILNADU,4.2,965.0,"5883+38 Chennai, Tamil Nadu",13.1651875,80.3007429,2.784869426813907
Vadapalani Multi Speciality Hospital,Chennai,TAMILNADU,3.2,38.0,"3627+M8 Chennai, Tamil Nadu",13.0516875,80.2107429,1.0902836867806522
"Vasantha Subramanian Hospital India Pvt 
Ltd(Chetpet)",CHENNAI,TAMILNADU,4.6,1634.0,"37F3+62 Chennai, Tamil Nadu",13.0516875,80.2107429,3.2958918022650434
Vasanthi Orthopaedic Hospital,CHENNAI,TAMILNADU,4.1,268.0,"36C8+W8 Chennai, Tamil Nadu",13.0703248,80.1864009,2.198820987532081
Be Well Hospitals(Anna Nagar),CHENNAI,TAMILNADU,4.5,677.0,"35HX+Q8 Chennai, Tamil Nadu",13.0794375,80.1957429,2.8312152869566978
Velachery Ks Hospital,Chennai,TAMILNADU,4.3,588.0,"X6G6+HH Chennai, Tamil Nadu",12.9764375,80.2088679,2.642527320100907
Vignesh Hospital,Chennai,TAMILNADU,3.5,184.0,"25JC+9H Chennai, Tamil Nadu",13.0309375,80.1688679,1.7375049131883236
Vijaya Hospital,CHENNAI,TAMILNADU,4.3,2281.0,"26X5+RC Chennai, Tamil Nadu",13.0495625,80.2059929,3.218184034006816
"Xcellent Care Super-Speciality Hospital 
(P) Ltd.",Chennai,TAMILNADU,4.5,1353.0,"X6P9+69 Chennai, Tamil Nadu",12.9855625,80.2158679,3.138871960286727
BM Hospital,CHENNAI,TAMILNADU,4.4,474.0,"X5QR+G3 Chennai, Tamil Nadu",12.9888125,80.1876179,2.612019101414028
GG Super Speciality Hospitals,CHENNAI,TAMILNADU,4.0,279.0,"364X+53 Chennai, Tamil Nadu",13.0554375,80.2451179,2.1593662409846246
Prashanth Superspeciality Hospital,CHENNAI,TAMILNADU,4.1,228.5,,12.9785625,80.2187429,2.134461682575174
Prashanth Multispeciality Hospital,CHENNAI,TAMILNADU,4.6,6627.0,"X6HC+CG Chennai, Tamil Nadu",12.9785625,80.2187429,3.9322983356049677
Apollo Spectra Hospital Alwarpet,CHENNAI,TAMILNADU,4.8,3223.0,"27P4+CV Chennai, Tamil Nadu",13.0360625,80.2546179,3.764316053266183
Sivam Hospital,CHENNAI,TAMILNADU,4.7,2100.0,"3646+4P Chennai, Tamil Nadu",13.0553125,80.2092429,3.485531793987046
FOR Ortho And Neuro Speciality Hospital,CHENNAI,TAMILNADU,4.6,1199.0,"46G4+5H Chennai, Tamil Nadu",13.1254375,80.2038679,3.1552476305913935
Dr Rex S Hospital,CHENNAI,TAMILNADU,4.2,42.0,"37M2+H3 Chennai, Tamil Nadu",13.0839375,80.2476179,1.4929424399024418
Orthomed Multispeciality Hospital,CHENNAI,TAMILNADU,4.1,228.5,,13.0616875,80.1603679,2.134461682575174
Ravina Hospital,CHENNAI,TAMILNADU,4.4,815.0,"3567+M5 Chennai, Tamil Nadu",13.0616875,80.1603679,2.8473527373737815
Mint Multispeciality Hospital,CHENNAI,TAMILNADU,3.8,335.0,"472M+4H Chennai, Tamil Nadu",13.1003125,80.2813679,2.1164541220244746
Murugan Hospitals,CHENNAI,TAMILNADU,4.7,2834.0,"36MM+9P Chennai, Tamil Nadu",13.0834375,80.2317429,3.6247304862107157
Saraswathy Multispecialty Hospital,CHENNAI,TAMILNADU,4.3,1205.0,"X684+5M Chennai, Tamil Nadu",12.9654375,80.2041179,2.9471221733831183
Avinash Hospitals Pvt Ltd,CHENNAI,TAMILNADU,4.3,172.0,"W5XQ+X4 Chennai, Tamil Nadu",12.9499375,80.1852429,2.121804738262008
Bewell Hospitals,CHENNAI,TAMILNADU,4.7,2100.0,"3646+4P Chennai, Tamil Nadu",13.0553125,80.2092429,3.485531793987046
Gem Hospital And Research Centre,CHENNAI,TAMILNADU,4.7,1310.0,"X69W+M8 Chennai, Tamil Nadu",12.9691875,80.2432429,3.266429366534124
Be Well Hospitals(Poonamallee),CHENNAI,TAMILNADU,4.6,1979.0,"332X+6F Chennai, Tamil Nadu",13.0505625,80.0961179,3.3829433550841084
Maaya Speciality Hospital,CHENNAI,TAMILNADU,4.7,1615.0,"46J6+JV Chennai, Tamil Nadu",13.1315625,80.2096179,3.363600762821212
VM Hospitals,CHENNAI,TAMILNADU,3.3,160.0,"45H3+2M Chennai, Tamil Nadu",13.1275625,80.1516179,1.5889795189527203
Hycare Superspeciality Hospital,CHENNAI,TAMILNADU,4.5,780.0,"36C8+66 Chennai, Tamil Nadu",13.0557104,80.185395,2.894122673698284
Rainbow Children Hospital,CHENNAI,TAMILNADU,4.7,2100.0,"3646+4P Chennai, Tamil Nadu",13.0553125,80.2092429,3.485531793987046
RPS Hospital,CHENNAI,TAMILNADU,4.1,228.5,,13.0790625,80.1681179,2.134461682575174
MMRV Hospital,CHENNAI,TAMILNADU,4.5,1397.0,"35HC+J7 Chennai, Tamil Nadu",13.0790625,80.1681179,3.153096490145158
Muthu Hospital,CHENNAI,TAMILNADU,4.2,348.0,,12.9824375,80.1912429,2.36221012379732
Bharath Hospital,CHENNAI,TAMILNADU,4.0,314.0,"X5JV+XG Chennai, Tamil Nadu",12.9824375,80.1912429,2.2059352385475606
Km Hospitals,CHENNAI,TAMILNADU,4.1,228.5,,13.0840625,80.1666179,2.134461682575174
Dr Arvind Vision Care Hospital,CHENNAI,TAMILNADU,4.7,335.0,"35M9+JM Chennai, Tamil Nadu",13.0840625,80.1666179,2.6339465829077304
Neolife Childrens Hospital,CHENNAI,TAMILNADU,3.6,305.0,"X59Q+QG Chennai, Tamil Nadu",12.9694375,80.1862429,1.968175340066833
Neolife Hospital Pvt Ltd,CHENNAI,TAMILNADU,3.6,305.0,"X59Q+QG Chennai, Tamil Nadu",12.9694375,80.1862429,1.968175340066833
Ezhil Hospital,CHENNAI,TAMILNADU,3.8,143.0,"47HR+QG Chennai, Tamil Nadu",13.1294375,80.2887429,1.7982001291061966
Mount Multispeciality Hospital,CHENNAI,TAMILNADU,4.3,284.0,"X5JX+XJ Chennai, Tamil Nadu",12.9824375,80.1964929,2.333980166179601
Mahalakshmi Multispeciality Hospital,CHENNAI,TAMILNADU,4.3,991.0,"24QM+M6 Chennai, Tamil Nadu",13.0391875,80.1304929,2.8640956950224656
Tagore Medical College And Hospital,CHENNAI,TAMILNADU,4.0,300.0,"V45P+WJ Chennai, Tamil Nadu",12.8598125,80.1339929,2.1879603478870564
Dr Mehta Multispeciality Hospital,CHENNAI,TAMILNADU,4.6,7436.0,"36CR+J6 Chennai, Tamil Nadu",13.0715625,80.2379929,3.9846620438901996
C Dot Hospital,CHENNAI,TAMILNADU,4.6,889.0,"W643+W3 Chennai, Tamil Nadu",12.9073125,80.2001179,3.019362149962344
Lakshmi Maternity Hospital,CHENNAI,TAMILNADU,4.3,257.0,"X7V3+H4 Chennai, Tamil Nadu",12.9939375,80.2502429,2.2916768075793965
"Srinivasan Rajalakshmi Memorial Hospital 11/77, 6th Street, Voltas Colony, Nanganallur,",CHENNAI,TAMILNADU,4.1,132.0,"X5FQ+82 Chennai, Tamil Nadu",12.9733125,80.1849929,1.9133683340172905
Vishnu ENT Hospital,COIMBATORE,TAMILNADU,4.2,199.0,"2WGW+JR Coimbatore, Tamil Nadu",11.0265625,76.9444929,2.1310743199782025
VG Hospital,COIMBATORE,TAMILNADU,3.9,307.0,"3WCR+7P Thudiyalur, Tamil Nadu",11.0706875,76.9392429,2.1404108326166513
Rexortho Hospital,COIMBATORE,TAMILNADU,3.9,642.0,"2X54+9F Coimbatore, Tamil Nadu",11.0084375,76.9536179,2.424152485332553
Ashwin Hospital (Coimbatore),Coimbatore,TAMILNADU,4.2,483.0,"2XFF+M7 Gandhipuram, Tamil Nadu",11.0241875,76.9706179,2.497969065089035
Brj Ortho Centre And Mak Hospital,Coimbatore,TAMILNADU,3.4,153.0,"2XM2+JF Coimbatore, Tamil Nadu",11.0340625,76.9486179,1.624267578431438
Deepam Hospital ( Ramanathapuram ),Coimbatore,TAMILNADU,2.9,54.0,"X2W3+MG Ramanathapuram, Tamil Nadu",10.9966875,77.0012429,1.0801885578828698
"Gem Hospital And Research Centre(P)Ltd No 45-A, Pankaja Mill Road, Ra,Manathapuram,",COIMBATORE,TAMILNADU,4.2,2741.0,"XXXW+R5 Ramanathapuram, Tamil Nadu",10.9995625,76.9928679,3.217985121714413
Global Ortho And Trauma Hospital,Coimbatore,TAMILNADU,4.2,115.0,"2X68+8C Coimbatore, Tamil Nadu",11.0108125,76.9634929,1.9049316646929795
Kongunad Hospitals Pvt Ltd,COIMBATORE,TAMILNADU,4.8,5926.0,"2X96+35 Coimbatore, Tamil Nadu",11.0176875,76.9578679,4.053209742843225
Kovai Medical Center And Hospital Ltd,COIMBATORE,TAMILNADU,3.2,1576.0,"22RR+X5 Coimbatore, Tamil Nadu",11.0424375,77.0378679,2.260517785843003
Kps Hospitals Pvt Ltd,COIMBATORE,TAMILNADU,2.7,112.0,"8W2R+54 Mettupalayam, Tamil Nadu",11.3004375,76.9377429,1.1931367055292201
PSG Hospitals,COIMBATORE,TAMILNADU,3.5,2073.0,"2294+FR Coimbatore, Tamil Nadu",11.0186875,77.0044929,2.5736411182167354
Ranga Hospital Coimbatore,COIMBATORE,TAMILNADU,3.3,44.0,,9.3641875,78.8363679,1.1731739062577045
Rasi Hospital,Coimbatore,TAMILNADU,4.8,67.0,"9R7Q+MH Ramanathapuram, Tamil Nadu",9.3641875,78.8363679,1.933454162030317
Richmond Hospital,COIMBATORE,TAMILNADU,4.8,544.0,"XXVH+RQ Coimbatore, Tamil Nadu",10.9945625,76.9768679,2.92092778660096
Saraswathi Hospital,COIMBATORE,TAMILNADU,3.5,102.0,"234C+QH Coimbatore, Tamil Nadu",11.0069375,77.0688679,1.5349031737887355
Sheela Hospital,COIMBATORE,TAMILNADU,4.1,325.0,"2X96+95 Coimbatore, Tamil Nadu",11.0184375,76.9578679,2.2767070526423145
Spt Hospital Pvt Ltd,COIMBATORE,TAMILNADU,4.4,314.0,"2X76+PH Coimbatore, Tamil Nadu",11.0184375,76.9578679,2.433380167017244
Sri Balaji Hospital Coimbatore,Coimbatore,TAMILNADU,3.2,85.0,"XX3F+HH Kurichi, Tamil Nadu",10.9539375,76.9713679,1.3404120337582806
Sri Lakshmi Medical Centre And Hospital,Coimbatore,TAMILNADU,3.3,153.0,"3WHR+79 Thudiyalur, Tamil Nadu",11.0781875,76.9383679,1.574479883590829
Sri Ramakrishna Hospital (Coimbatore),COIMBATORE,TAMILNADU,3.9,2533.0,"2XFH+73 Coimbatore, Tamil Nadu",11.0231875,76.9751179,2.952824058271383
Vega Ent Hospital,Coimbatore,TAMILNADU,4.1,188.0,"2W7V+MG Coimbatore, Tamil Nadu",11.0141875,76.9412429,2.055777242275547
Dr Muthus Hospital,COIMBATORE,TAMILNADU,4.1,652.0,"223R+37 Singanallur, Tamil Nadu",11.0026875,77.0381179,2.558235736207175
Royal Care Superspeciality Hospital,COIMBATORE,TAMILNADU,4.6,5519.0,"335Q+MQ Neelambur, Tamil Nadu",11.0591875,77.0868679,3.849124712844106
KG Hospital,COIMBATORE,TAMILNADU,4.4,1694.0,"2X2C+3J Coimbatore, Tamil Nadu",11.0001875,76.9689929,3.1652876843283106
Dr Ezhil Ent Hospital,COIMBATORE,TAMILNADU,4.1,85.0,"X2X4+GW Coimbatore, Tamil Nadu",10.9988125,77.0047429,1.7366724937322804
RS Hospital,COIMBATORE,TAMILNADU,3.3,241.0,"2X53+JV Coimbatore, Tamil Nadu",11.0090625,76.9521179,1.7219120461025084
DJ Hospital,COIMBATORE,TAMILNADU,4.1,228.5,"2XG2+VF Saibaba Koil, Coimbatore, Tamil Nadu",11.0271875,76.9486179,2.134461682575174
Kannan Hospital,CUDDALORE,TAMILNADU,2.9,78.0,"QQ66+QM Cuddalore, Tamil Nadu",11.7619375,79.7591179,1.183988776627703
C. K. Hospital,Erode,TAMILNADU,4.8,777.0,"8PMH+36 Erode, Tamil Nadu",11.3326875,77.7254929,3.089805787134398
Dr Nsk Hospital,Erode,TAMILNADU,4.1,228.5,,11.3389375,77.7113679,2.134461682575174
Senthil Multi Speciality Hospital,Erode,TAMILNADU,4.0,401.0,"8PQ7+HH Erode, Tamil Nadu",11.3389375,77.7113679,2.302360173087469
Bewell Hospitals(Erode),ERODE,TAMILNADU,4.7,812.0,"8PPG+MR Erode, Tamil Nadu",11.3366875,77.7244929,3.044450707573081
Santhi Hospital,HOSUR,TAMILNADU,4.4,310.0,"PRX4+G7 Hosur, Tamil Nadu",12.7488125,77.8031179,2.4278220409143807
Arogya Seva Hospitals Pvt.Ltd,Hosur,TAMILNADU,2.0,4.0,,12.9704375,80.0152429,0.2496553311475422
RMD Specialities Hospital,KANCHIPURAM,TAMILNADU,4.5,174.0,"X2C9+54 Amarambedu, Tamil Nadu",12.9704375,80.0152429,2.228792752779003
Vijayakumar Hospital,KANYAKUMARI,TAMILNADU,3.8,69.0,,10.0715625,78.7038679,1.5272654758934496
Apollo Reach Hospital,KARAIKUDI,TAMILNADU,4.8,4422.0,"3PC4+JH Karaikudi, Tamil Nadu",10.0715625,78.7038679,3.9143366554395183
Dr GC Hospital,KARUR,TAMILNADU,4.6,253.0,"X37G+5Q Karur, Tamil Nadu",10.9629375,78.0743679,2.4492366658376468
Apollo Loga Hospital Karur,KARUR,TAMILNADU,4.8,5174.0,"X367+5Q Karur, Tamil Nadu",10.9629375,78.0743679,3.9888361830591754
Vadamalayan Hospital Pvt Ltd,MADURAI,TAMILNADU,4.3,1414.0,"W4VJ+53 Chinna Chokikulam, Tamil Nadu",9.9429375,78.1276179,3.0150511251324996
Apollo Speciality Hospitals Madurai,MADURAI,TAMILNADU,4.7,20771.0,"W4HX+8J Madurai, Tamil Nadu",9.9283125,78.1464929,4.54995318214767
Shenbagam Hospitals (P) Ltd,MADURAI,TAMILNADU,4.3,210.0,"W4FV+FC Sathamangalam, Tamil Nadu",9.9283125,78.1464929,2.2062020622450036
Apollo First Med Hospital,MADURAI,TAMILNADU,4.5,4.0,"W4PR+3Q KK Nagar, Tamil Nadu",9.9351875,78.1393679,0.6473670527685621
Bgm Hospital,MADURAI,TAMILNADU,4.1,234.0,"X48P+F9 Madurai, Tamil Nadu",9.9661875,78.1333679,2.144059340697939
Devadoss Multispeciality Hospital,MADURAI,TAMILNADU,4.0,372.0,"X553+5J Madurai, Tamil Nadu",9.9579375,78.1514929,2.2727566594014514
Hannah Joseph Hospital Pvt Ltd,MADURAI,TAMILNADU,4.5,641.0,"V4HP+4J Madurai, Tamil Nadu",9.8778125,78.1339929,2.8069473451496285
Jayam Hospital,Madurai,TAMILNADU,4.2,62.0,"W4PP+C8 Chinna Chokikulam, Tamil Nadu",9.9360625,78.1332429,1.6515020104590894
"Meenakshi Mission Hospital And 
Research Centre",MADURAI,TAMILNADU,4.3,2057.0,"W5X7+52 Madurai, Tamil Nadu",9.9479375,78.1599929,3.1742706426109626
R.R. Hospital (Madurai),Madurai,TAMILNADU,3.7,68.0,"W4CX+9H Madurai, Tamil Nadu",9.9209375,78.1463679,1.4800089420326932
Skg Hospital (Madurai),MADURAI,TAMILNADU,5.0,1.0,"X4FQ+9V Madurai, Tamil Nadu",9.9734375,78.1371179,0.2740561845970949
Ashwini Hospital,MADURAI,TAMILNADU,4.8,479.0,"X532+W2 K.Pudur, Tamil Nadu",9.9548125,78.1474929,2.8606720977581865
Rajan Hospital,MADURAI,TAMILNADU,3.9,14.0,"W469+J9 Madurai, Tamil Nadu",9.9115625,78.1158679,0.9754257958646998
Priya Hospital,MADURAI,TAMILNADU,3.1,7.0,"RXGR+J9 Tirumangalam, Tamil Nadu",9.8265625,77.9883679,0.5686665830389719
PPK Hospital,MARTHANDAM,TAMILNADU,3.8,134.0,,8.1884375,77.4151179,1.7739587813944413
Holy Cross Hospital,NAGERCOIL,TAMILNADU,4.0,419.0,"5CQ9+93 Nagercoil, Tamil Nadu",8.1884375,77.4151179,2.31967883206464
Nirmala Hospital,NAGERCOIL,TAMILNADU,5.0,3.0,"75GJ+X6 Puthukkadai, Tamil Nadu",8.2774375,77.1779929,0.6166264153434635
Be Well Hospitals(Nagercoil),NAGERCOIL,TAMILNADU,4.7,698.0,"5CGH+G2 Nagercoil, Tamil Nadu",8.1763125,77.4249929,2.9742631637455466
Bethesda Hospital,NAGERCOIL,TAMILNADU,4.8,740.0,"5CQG+8V Nagercoil, Tamil Nadu",8.1883125,77.4246179,3.0666875213808633
Saravana Hospital (Namakkal),NAMAKKAL,TAMILNADU,4.0,120.0,"658C+JF Namakkal, Tamil Nadu",11.2165625,78.1686179,1.8276432144073065
Deepthi Hospital,NAMAKKAL,TAMILNADU,3.3,61.0,"6589+46 Namakkal, Tamil Nadu",11.2165625,78.1686179,1.277708020463276
Sri Karunyaa Hospital,NAMAKKAL,TAMILNADU,4.8,23.0,"4276+2V Velur, Tamil Nadu",11.1125625,78.0096179,1.4393307492128002
SM Hospital(BS Surgicare),OOTY,TAMILNADU,4.6,990.0,"CP22+9M Ooty, Tamil Nadu",11.4009375,76.6991179,3.0682377902096962
Alva Hospital Pvt Ltd,POLLACHI,TAMILNADU,5.0,3.0,"MX2P+8J Pollachi, Tamil Nadu",10.6508125,76.9839929,0.6166264153434635
Arathana Hospital,POLLACHI,TAMILNADU,4.5,511.0,"M294+7R Pollachi, Tamil Nadu",10.6681875,77.0044929,2.7063048228963122
Arun Hospital Pollachi,POLLACHI,TAMILNADU,3.7,168.0,"M277+25 Pollachi, Tamil Nadu",10.6625625,77.0103679,1.807623476248526
Bewell Hospitals(Pudukottai),PUDUKKOTTAI,TAMILNADU,4.7,1452.0,"9RGF+HW Pudukkottai, Tamil Nadu",10.3764375,78.8222429,3.31420592252041
Kamala Hospital,SALEM,TAMILNADU,3.5,73.0,"M547+JP Salem, Tamil Nadu",11.6565625,78.1617429,1.4205076644413537
Sri Sanjeevi Hospital,SALEM,TAMILNADU,4.9,2260.0,"M563+F8 Salem, Tamil Nadu",11.6611875,78.1507429,3.6723153180434114
Aishwaryam Speciality Hospital,SALEM,TAMILNADU,2.9,223.0,"M4CG+MP Salem, Tamil Nadu",11.6716875,78.1242429,1.482735032608207
Dharan Hospital,SALEM,TAMILNADU,4.3,1916.0,"J4GW+43 Salem, Tamil Nadu",11.6253125,78.1426179,3.144104704603467
Sks Hospital India Pvt Ltd,SALEM,TAMILNADU,3.9,760.0,"M4CV+47 Salem, Tamil Nadu",11.6703125,78.1406179,2.4891040130018216
"S Palaniandi Mudaliar Memorial Hospital 
SPMM Hospital",SALEM,TAMILNADU,4.6,1861.0,"M56R+FR Salem, Tamil Nadu",11.6611875,78.1894929,3.3550048450563223
Sri Gokulam Hospital,SALEM,TAMILNADU,2.9,275.0,"M4FM+3H Salem, Tamil Nadu",11.6726875,78.1313679,1.5425746284699473
Sri Gokulam Hospital Pvt Ltd,SALEM,TAMILNADU,2.9,275.0,"M4FM+3H Salem, Tamil Nadu",11.6726875,78.1313679,1.5425746284699473
"Thiru Neuro Multispeciality Hospital 
Pvt.Ltd",Salem,TAMILNADU,4.4,377.0,"M673+2C Salem, Tamil Nadu",11.6625625,78.2009929,2.512674993265875
NITHISH GE & Multi Speciality Hospital,SALEM,TAMILNADU,3.8,125.0,"M47W+C8 Salem, Tamil Nadu",11.6635625,78.1432429,1.748044332816009
A C Hospital,SALEM,TAMILNADU,4.6,113.0,"M558+5H Salem, Tamil Nadu",11.6579375,78.1638679,2.084971085962342
Sundaram Multispeciality Hospital,SALEM,TAMILNADU,4.0,195.0,,11.6598125,78.1482429,2.0183442805428795
London Ortho Speciality Hospital,SALEM,TAMILNADU,4.2,374.0,"M552+W8 Salem, Tamil Nadu",11.6598125,78.1482429,2.392040245281633
Be Well Hospitals(Sivakasi),SIVAKASI,TAMILNADU,4.6,5.0,"FR32+5Q Sivakasi, Tamil Nadu",9.4529375,77.7993679,0.7461746581660623
Meenakshi Hospital,THANJAVUR,TAMILNADU,4.5,2547.0,"P4W6+4R Thanjavur, Tamil Nadu",10.7453125,79.1094929,3.4200960106753575
"KG Multispecialty Hospital and Research 
centre",THANJAVUR,TAMILNADU,4.0,503.0,"Q4GP+MM Thanjavur, Tamil Nadu",10.7766875,79.1341179,2.391765037745214
Rohan Sekar Hospital,THENI,TAMILNADU,4.4,30.0,"P7HP+V7 Cumbum, Tamil Nadu",9.7296875,77.2831179,1.4249869062773215
Muthu Hospital,TIRUNELVELI,TAMILNADU,3.5,16.0,"PP6G+9J Tirunelveli, Tamil Nadu",8.7109375,77.7239929,0.9116561159367618
Ars Hospitals,TIRUPPUR,TAMILNADU,3.6,153.0,,11.1308125,77.3387429,1.7238429681126564
Deepa Hospitals,TIRUPPUR,TAMILNADU,2.5,35.0,,11.1308125,77.3387429,0.8170171541934828
Sri Kumaran Hospital,TIRUPPUR,TAMILNADU,4.2,954.0,"48JR+8G Tiruppur, Tamil Nadu",11.1308125,77.3387429,2.7801149415249298
Sri Vasavi Hospital,TIRUVANNAMALAI,TAMILNADU,3.4,50.0,"63H8+JF Tiruvannamalai, Tamil Nadu",12.2290625,79.0636179,1.2528647134884188
Maruti Hospital,TRICHY,TAMILNADU,4.6,1497.0,"RM6J+37 Tiruchirappalli, Tamil Nadu",10.8101875,78.6781179,3.2561013207111436
Tiruchy Medical Center & Hospitals,TRICHY,TAMILNADU,3.7,33.0,"RM9M+FQ Tiruchirappalli, Tamil Nadu",10.8101875,78.6781179,1.221167810236848
Wellcare Hospital & Research Institute,TRICHY,TAMILNADU,3.4,54.0,"RMCM+H5 Tiruchirappalli, Tamil Nadu",10.8214375,78.6803679,1.2782407309918598
Star Kims Hospital,TRICHY,TAMILNADU,4.0,144.0,"RMFJ+8Q Tiruchirappalli, Tamil Nadu",10.8233125,78.6793679,1.899184444814219
Rajesh Tilak Hospital,TUTICORIN,TAMILNADU,3.9,257.0,"R43H+J8 Thoothukudi, Tamil Nadu",8.8040625,78.1257429,2.072124170023241
Sri Hospitals,Tuticorin,TAMILNADU,4.1,228.5,"R4CJ+HF Jothi Nagar, Sankaraperi, Thoothukudi, Tamil Nadu",8.8214375,78.1286179,2.134461682575174
Be Well Hospitals(Tuticorin),TUTICORIN,TAMILNADU,4.8,408.0,"Q4QR+3C Thoothukudi, Tamil Nadu",8.7876875,78.1384929,2.784725572462344
"Sri Narayani Hospital And Research 
Centre",VELLORE,TAMILNADU,4.4,2446.0,"V3CQ+5X Vellore, Tamil Nadu",12.8704375,79.0873679,3.324980691965145
Woodlands Hospital(Hyderabad),HYDERABAD,TELANGANA,4.2,237.0,"9FVX+52 Hyderabad, Telangana",17.3929375,78.4949929,2.20329076986735
Medwin Hospitals,Hyderabad,TELANGANA,3.6,58.0,"9FVC+FP Hyderabad, Telangana",17.3936875,78.4692429,1.3824431923599798
Aditya Hospitals,HYDERABAD,TELANGANA,3.5,514.0,"9FRJ+4F Hyderabad, Telangana",17.3903125,78.4786179,2.091699584058164
"Sathya Kidney Centre And Super 
Speciality Hospitals",HYDERABAD,TELANGANA,4.3,404.0,"CF3J+WR Hyderabad, Telangana",17.4048125,78.4794929,2.4833358504504552
Pranaam Hospital Pvt Ltd,HYDERABAD,TELANGANA,3.9,2520.0,"F8VV+W3 Madeenaguda, Telangana",17.4948125,78.3401179,2.9508412902433507
Aware Gleneagles Global Hospitals,HYDERABAD,TELANGANA,4.1,228.5,,17.4855625,78.3877429,2.134461682575174
Anupama Hospital (Hyderabad),HYDERABAD,TELANGANA,4.2,1592.0,"F9PR+64 Hyderabad, Telangana",17.4855625,78.3877429,2.9925310421610862
"Apollo Hospitals Enterprises Ltd 
Hyderguda",HYDERABAD,TELANGANA,4.7,4829.0,"9FXH+QP Hyderguda, Telangana",17.3994375,78.4767429,3.8722559721475176
Raghava Hospital,Hyderabad,TELANGANA,3.6,119.0,"CCQR+GV Hyderabad, Telangana",17.4388125,78.4396179,1.6350744295065505
Care Hospital Banjara Hills,HYDERABAD,TELANGANA,4.6,6702.0,"CC7W+PH Hyderabad, Telangana",17.4143125,78.4438679,3.937414507165622
"Malla Reddy Narayana Multispeciality 
Hospital",HYDERABAD,TELANGANA,4.4,6665.0,"GCVM+H9 Hyderabad, Telangana",17.5439375,78.4308679,3.7608363421823467
Sai Venkateshwara Hospital,Hyderabad,TELANGANA,2.9,62.0,"8GVH+QX Kharmanghat, Telangana",17.3444375,78.5273679,1.119116088175548
Ankura Hospital(Kukatpally),HYDERABAD,TELANGANA,4.4,3508.0,"FCQ5+9W Hyderabad, Telangana",17.4884375,78.4072429,3.481754650469812
Dharani Hospital (Hyderabad),HYDERABAD,TELANGANA,3.0,45.0,"9CMP+FM Hyderabad, Telangana",17.3836875,78.4341179,1.0668106901477148
Adr Hospital,HYDERABAD,TELANGANA,3.4,187.0,"FG5Q+85 Hyderabad, Telangana",17.4583125,78.5353679,1.69131048120767
Xenia Hospitals,Hyderabad,TELANGANA,3.8,199.0,"FHFC+3H Hyderabad, Telangana",17.4726875,78.5688679,1.9215897136803473
LivLife Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.4,106.0,"C9QX+6M Hyderabad, Telangana",17.4380625,78.3966179,1.9637807468191377
Omega Hospitals,HYDERABAD,TELANGANA,4.3,765.0,"C9P8+HX Hyderabad, Telangana",17.4364375,78.3648679,2.754207274843182
