Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude
Sri Ranga Hospital,Chennai,TAMILNADU,3.9,121.0,"27H7+JH Chennai, Tamil Nadu",13.0290625,80.2613679
Srm Speciality Hospital,Chennai,TAMILNADU,3.4,121.0,"26RF+PV Chennai, Tamil Nadu",13.0418125,80.2221179
St.Thomas Hospital,Chennai,TAMILNADU,4.2,519.0,"256W+VH Chennai, Tamil Nadu",13.0121875,80.1938679
Sudha Hospital,Chennai,TAMILNADU,4.9,282.0,"477R+4P Chennai, Tamil Nadu",13.1128125,80.2892429
Sugam Hospital ( Thiruvottiyur Market),Chennai,TAMILNADU,4.2,965.0,"5883+38 Chennai, Tamil Nadu",13.1651875,80.3007429
Vadapalani Multi Speciality Hospital,Chennai,TAMILNADU,3.2,38.0,"3627+M8 Chennai, Tamil Nadu",13.0516875,80.2107429
"Vasantha Subramanian Hospital India Pvt 
Ltd(Chetpet)",CHENNAI,TAMILNADU,4.6,1634.0,"37F3+62 Chennai, Tamil Nadu",13.0516875,80.2107429
Vasanthi Orthopaedic Hospital,CHENNAI,TAMILNADU,4.1,268.0,"36C8+W8 Chennai, Tamil Nadu",13.0703248,80.1864009
Be Well Hospitals(Anna Nagar),CHENNAI,TAMILNADU,4.5,677.0,"35HX+Q8 Chennai, Tamil Nadu",13.0794375,80.1957429
Velachery Ks Hospital,Chennai,TAMILNADU,4.3,588.0,"X6G6+HH Chennai, Tamil Nadu",12.9764375,80.2088679
Vignesh Hospital,Chennai,TAMILNADU,3.5,184.0,"25JC+9H Chennai, Tamil Nadu",13.0309375,80.1688679
Vijaya Hospital,CHENNAI,TAMILNADU,4.3,2281.0,"26X5+RC Chennai, Tamil Nadu",13.0495625,80.2059929
"Xcellent Care Super-Speciality Hospital 
(P) Ltd.",Chennai,TAMILNADU,4.5,1353.0,"X6P9+69 Chennai, Tamil Nadu",12.9855625,80.2158679
BM Hospital,CHENNAI,TAMILNADU,4.4,474.0,"X5QR+G3 Chennai, Tamil Nadu",12.9888125,80.1876179
GG Super Speciality Hospitals,CHENNAI,TAMILNADU,4.0,279.0,"364X+53 Chennai, Tamil Nadu",13.0554375,80.2451179
Prashanth Superspeciality Hospital,CHENNAI,TAMILNADU,,,,,
Prashanth Multispeciality Hospital,CHENNAI,TAMILNADU,4.6,6627.0,"X6HC+CG Chennai, Tamil Nadu",12.9785625,80.2187429
Apollo Spectra Hospital Alwarpet,CHENNAI,TAMILNADU,4.8,3223.0,"27P4+CV Chennai, Tamil Nadu",13.0360625,80.2546179
Sivam Hospital,CHENNAI,TAMILNADU,4.7,2100.0,"3646+4P Chennai, Tamil Nadu",13.0553125,80.2092429
FOR Ortho And Neuro Speciality Hospital,CHENNAI,TAMILNADU,4.6,1199.0,"46G4+5H Chennai, Tamil Nadu",13.1254375,80.2038679
Dr Rex S Hospital,CHENNAI,TAMILNADU,4.2,42.0,"37M2+H3 Chennai, Tamil Nadu",13.0839375,80.2476179
Orthomed Multispeciality Hospital,CHENNAI,TAMILNADU,,,,,
Ravina Hospital,CHENNAI,TAMILNADU,4.4,815.0,"3567+M5 Chennai, Tamil Nadu",13.0616875,80.1603679
Mint Multispeciality Hospital,CHENNAI,TAMILNADU,3.8,335.0,"472M+4H Chennai, Tamil Nadu",13.1003125,80.2813679
Murugan Hospitals,CHENNAI,TAMILNADU,4.7,2834.0,"36MM+9P Chennai, Tamil Nadu",13.0834375,80.2317429
Saraswathy Multispecialty Hospital,CHENNAI,TAMILNADU,4.3,1205.0,"X684+5M Chennai, Tamil Nadu",12.9654375,80.2041179
Avinash Hospitals Pvt Ltd,CHENNAI,TAMILNADU,4.3,172.0,"W5XQ+X4 Chennai, Tamil Nadu",12.9499375,80.1852429
Bewell Hospitals,CHENNAI,TAMILNADU,4.7,2100.0,"3646+4P Chennai, Tamil Nadu",13.0553125,80.2092429
Gem Hospital And Research Centre,CHENNAI,TAMILNADU,4.7,1310.0,"X69W+M8 Chennai, Tamil Nadu",12.9691875,80.2432429
Be Well Hospitals(Poonamallee),CHENNAI,TAMILNADU,4.6,1979.0,"332X+6F Chennai, Tamil Nadu",13.0505625,80.0961179
Maaya Speciality Hospital,CHENNAI,TAMILNADU,4.7,1615.0,"46J6+JV Chennai, Tamil Nadu",13.1315625,80.2096179
VM Hospitals,CHENNAI,TAMILNADU,3.3,160.0,"45H3+2M Chennai, Tamil Nadu",13.1275625,80.1516179
Hycare Superspeciality Hospital,CHENNAI,TAMILNADU,4.5,780.0,"36C8+66 Chennai, Tamil Nadu",13.0557104,80.185395
Rainbow Children Hospital,CHENNAI,TAMILNADU,4.7,2100.0,"3646+4P Chennai, Tamil Nadu",13.0553125,80.2092429
RPS Hospital,CHENNAI,TAMILNADU,,,,,
MMRV Hospital,CHENNAI,TAMILNADU,4.5,1397.0,"35HC+J7 Chennai, Tamil Nadu",13.0790625,80.1681179
Muthu Hospital,CHENNAI,TAMILNADU,4.2,348.0,,,
Bharath Hospital,CHENNAI,TAMILNADU,4.0,314.0,"X5JV+XG Chennai, Tamil Nadu",12.9824375,80.1912429
Km Hospitals,CHENNAI,TAMILNADU,,,,,
Dr Arvind Vision Care Hospital,CHENNAI,TAMILNADU,4.7,335.0,"35M9+JM Chennai, Tamil Nadu",13.0840625,80.1666179
Neolife Childrens Hospital,CHENNAI,TAMILNADU,3.6,305.0,"X59Q+QG Chennai, Tamil Nadu",12.9694375,80.1862429
Neolife Hospital Pvt Ltd,CHENNAI,TAMILNADU,3.6,305.0,"X59Q+QG Chennai, Tamil Nadu",12.9694375,80.1862429
Ezhil Hospital,CHENNAI,TAMILNADU,3.8,143.0,"47HR+QG Chennai, Tamil Nadu",13.1294375,80.2887429
Mount Multispeciality Hospital,CHENNAI,TAMILNADU,4.3,284.0,"X5JX+XJ Chennai, Tamil Nadu",12.9824375,80.1964929
Mahalakshmi Multispeciality Hospital,CHENNAI,TAMILNADU,4.3,991.0,"24QM+M6 Chennai, Tamil Nadu",13.0391875,80.1304929
Tagore Medical College And Hospital,CHENNAI,TAMILNADU,4.0,300.0,"V45P+WJ Chennai, Tamil Nadu",12.8598125,80.1339929
Dr Mehta Multispeciality Hospital,CHENNAI,TAMILNADU,4.6,7436.0,"36CR+J6 Chennai, Tamil Nadu",13.0715625,80.2379929
C Dot Hospital,CHENNAI,TAMILNADU,4.6,889.0,"W643+W3 Chennai, Tamil Nadu",12.9073125,80.2001179
Lakshmi Maternity Hospital,CHENNAI,TAMILNADU,4.3,257.0,"X7V3+H4 Chennai, Tamil Nadu",12.9939375,80.2502429
"Srinivasan Rajalakshmi Memorial Hospital 11/77, 6th Street, Voltas Colony, Nanganallur,",CHENNAI,TAMILNADU,4.1,132.0,"X5FQ+82 Chennai, Tamil Nadu",12.9733125,80.1849929
Vishnu ENT Hospital,COIMBATORE,TAMILNADU,4.2,199.0,"2WGW+JR Coimbatore, Tamil Nadu",11.0265625,76.9444929
VG Hospital,COIMBATORE,TAMILNADU,3.9,307.0,"3WCR+7P Thudiyalur, Tamil Nadu",11.0706875,76.9392429
Rexortho Hospital,COIMBATORE,TAMILNADU,3.9,642.0,"2X54+9F Coimbatore, Tamil Nadu",11.0084375,76.9536179
Ashwin Hospital (Coimbatore),Coimbatore,TAMILNADU,4.2,483.0,"2XFF+M7 Gandhipuram, Tamil Nadu",11.0241875,76.9706179
Brj Ortho Centre And Mak Hospital,Coimbatore,TAMILNADU,3.4,153.0,"2XM2+JF Coimbatore, Tamil Nadu",11.0340625,76.9486179
Deepam Hospital ( Ramanathapuram ),Coimbatore,TAMILNADU,2.9,54.0,"X2W3+MG Ramanathapuram, Tamil Nadu",10.9966875,77.0012429
"Gem Hospital And Research Centre(P)Ltd No 45-A, Pankaja Mill Road, Ra,Manathapuram,",COIMBATORE,TAMILNADU,4.2,2741.0,"XXXW+R5 Ramanathapuram, Tamil Nadu",10.9995625,76.9928679
Global Ortho And Trauma Hospital,Coimbatore,TAMILNADU,4.2,115.0,"2X68+8C Coimbatore, Tamil Nadu",11.0108125,76.9634929
Kongunad Hospitals Pvt Ltd,COIMBATORE,TAMILNADU,4.8,5926.0,"2X96+35 Coimbatore, Tamil Nadu",11.0176875,76.9578679
Kovai Medical Center And Hospital Ltd,COIMBATORE,TAMILNADU,3.2,1576.0,"22RR+X5 Coimbatore, Tamil Nadu",11.0424375,77.0378679
Kps Hospitals Pvt Ltd,COIMBATORE,TAMILNADU,2.7,112.0,"8W2R+54 Mettupalayam, Tamil Nadu",11.3004375,76.9377429
PSG Hospitals,COIMBATORE,TAMILNADU,3.5,2073.0,"2294+FR Coimbatore, Tamil Nadu",11.0186875,77.0044929
Ranga Hospital Coimbatore,COIMBATORE,TAMILNADU,3.3,44.0,,,
Rasi Hospital,Coimbatore,TAMILNADU,4.8,67.0,"9R7Q+MH Ramanathapuram, Tamil Nadu",9.3641875,78.8363679
Richmond Hospital,COIMBATORE,TAMILNADU,4.8,544.0,"XXVH+RQ Coimbatore, Tamil Nadu",10.9945625,76.9768679
Saraswathi Hospital,COIMBATORE,TAMILNADU,3.5,102.0,"234C+QH Coimbatore, Tamil Nadu",11.0069375,77.0688679
Sheela Hospital,COIMBATORE,TAMILNADU,4.1,325.0,"2X96+95 Coimbatore, Tamil Nadu",11.0184375,76.9578679
Spt Hospital Pvt Ltd,COIMBATORE,TAMILNADU,4.4,314.0,"2X76+PH Coimbatore, Tamil Nadu",11.0184375,76.9578679
Sri Balaji Hospital Coimbatore,Coimbatore,TAMILNADU,3.2,85.0,"XX3F+HH Kurichi, Tamil Nadu",10.9539375,76.9713679
Sri Lakshmi Medical Centre And Hospital,Coimbatore,TAMILNADU,3.3,153.0,"3WHR+79 Thudiyalur, Tamil Nadu",11.0781875,76.9383679
Sri Ramakrishna Hospital (Coimbatore),COIMBATORE,TAMILNADU,3.9,2533.0,"2XFH+73 Coimbatore, Tamil Nadu",11.0231875,76.9751179
Vega Ent Hospital,Coimbatore,TAMILNADU,4.1,188.0,"2W7V+MG Coimbatore, Tamil Nadu",11.0141875,76.9412429
Dr Muthus Hospital,COIMBATORE,TAMILNADU,4.1,652.0,"223R+37 Singanallur, Tamil Nadu",11.0026875,77.0381179
Royal Care Superspeciality Hospital,COIMBATORE,TAMILNADU,4.6,5519.0,"335Q+MQ Neelambur, Tamil Nadu",11.0591875,77.0868679
KG Hospital,COIMBATORE,TAMILNADU,4.4,1694.0,"2X2C+3J Coimbatore, Tamil Nadu",11.0001875,76.9689929
Dr Ezhil Ent Hospital,COIMBATORE,TAMILNADU,4.1,85.0,"X2X4+GW Coimbatore, Tamil Nadu",10.9988125,77.0047429
RS Hospital,COIMBATORE,TAMILNADU,3.3,241.0,"2X53+JV Coimbatore, Tamil Nadu",11.0090625,76.9521179
DJ Hospital,COIMBATORE,TAMILNADU,,,"2XG2+VF Saibaba Koil, Coimbatore, Tamil Nadu",11.0271875,76.9486179
Kannan Hospital,CUDDALORE,TAMILNADU,2.9,78.0,"QQ66+QM Cuddalore, Tamil Nadu",11.7619375,79.7591179
C. K. Hospital,Erode,TAMILNADU,4.8,777.0,"8PMH+36 Erode, Tamil Nadu",11.3326875,77.7254929
Dr Nsk Hospital,Erode,TAMILNADU,,,,,
Senthil Multi Speciality Hospital,Erode,TAMILNADU,4.0,401.0,"8PQ7+HH Erode, Tamil Nadu",11.3389375,77.7113679
Bewell Hospitals(Erode),ERODE,TAMILNADU,4.7,812.0,"8PPG+MR Erode, Tamil Nadu",11.3366875,77.7244929
Santhi Hospital,HOSUR,TAMILNADU,4.4,310.0,"PRX4+G7 Hosur, Tamil Nadu",12.7488125,77.8031179
Arogya Seva Hospitals Pvt.Ltd,Hosur,TAMILNADU,2.0,4.0,,,
RMD Specialities Hospital,KANCHIPURAM,TAMILNADU,4.5,174.0,"X2C9+54 Amarambedu, Tamil Nadu",12.9704375,80.0152429
Vijayakumar Hospital,KANYAKUMARI,TAMILNADU,3.8,69.0,,,
Apollo Reach Hospital,KARAIKUDI,TAMILNADU,4.8,4422.0,"3PC4+JH Karaikudi, Tamil Nadu",10.0715625,78.7038679
Dr GC Hospital,KARUR,TAMILNADU,4.6,253.0,"X37G+5Q Karur, Tamil Nadu",10.9629375,78.0743679
Apollo Loga Hospital Karur,KARUR,TAMILNADU,4.8,5174.0,"X367+5Q Karur, Tamil Nadu",10.9629375,78.0743679
Vadamalayan Hospital Pvt Ltd,MADURAI,TAMILNADU,4.3,1414.0,"W4VJ+53 Chinna Chokikulam, Tamil Nadu",9.9429375,78.1276179
Apollo Speciality Hospitals Madurai,MADURAI,TAMILNADU,4.7,20771.0,"W4HX+8J Madurai, Tamil Nadu",9.9283125,78.1464929
Shenbagam Hospitals (P) Ltd,MADURAI,TAMILNADU,4.3,210.0,"W4FV+FC Sathamangalam, Tamil Nadu",9.9283125,78.1464929
Apollo First Med Hospital,MADURAI,TAMILNADU,4.5,4.0,"W4PR+3Q KK Nagar, Tamil Nadu",9.9351875,78.1393679
Bgm Hospital,MADURAI,TAMILNADU,4.1,234.0,"X48P+F9 Madurai, Tamil Nadu",9.9661875,78.1333679
Devadoss Multispeciality Hospital,MADURAI,TAMILNADU,4.0,372.0,"X553+5J Madurai, Tamil Nadu",9.9579375,78.1514929
Hannah Joseph Hospital Pvt Ltd,MADURAI,TAMILNADU,4.5,641.0,"V4HP+4J Madurai, Tamil Nadu",9.8778125,78.1339929
Jayam Hospital,Madurai,TAMILNADU,4.2,62.0,"W4PP+C8 Chinna Chokikulam, Tamil Nadu",9.9360625,78.1332429
"Meenakshi Mission Hospital And 
Research Centre",MADURAI,TAMILNADU,4.3,2057.0,"W5X7+52 Madurai, Tamil Nadu",9.9479375,78.1599929
R.R. Hospital (Madurai),Madurai,TAMILNADU,3.7,68.0,"W4CX+9H Madurai, Tamil Nadu",9.9209375,78.1463679
Skg Hospital (Madurai),MADURAI,TAMILNADU,5.0,1.0,"X4FQ+9V Madurai, Tamil Nadu",9.9734375,78.1371179
Ashwini Hospital,MADURAI,TAMILNADU,4.8,479.0,"X532+W2 K.Pudur, Tamil Nadu",9.9548125,78.1474929
Rajan Hospital,MADURAI,TAMILNADU,3.9,14.0,"W469+J9 Madurai, Tamil Nadu",9.9115625,78.1158679
Priya Hospital,MADURAI,TAMILNADU,3.1,7.0,"RXGR+J9 Tirumangalam, Tamil Nadu",9.8265625,77.9883679
PPK Hospital,MARTHANDAM,TAMILNADU,3.8,134.0,,,
Holy Cross Hospital,NAGERCOIL,TAMILNADU,4.0,419.0,"5CQ9+93 Nagercoil, Tamil Nadu",8.1884375,77.4151179
Nirmala Hospital,NAGERCOIL,TAMILNADU,5.0,3.0,"75GJ+X6 Puthukkadai, Tamil Nadu",8.2774375,77.1779929
Be Well Hospitals(Nagercoil),NAGERCOIL,TAMILNADU,4.7,698.0,"5CGH+G2 Nagercoil, Tamil Nadu",8.1763125,77.4249929
Bethesda Hospital,NAGERCOIL,TAMILNADU,4.8,740.0,"5CQG+8V Nagercoil, Tamil Nadu",8.1883125,77.4246179
Saravana Hospital (Namakkal),NAMAKKAL,TAMILNADU,4.0,120.0,"658C+JF Namakkal, Tamil Nadu",11.2165625,78.1686179
Deepthi Hospital,NAMAKKAL,TAMILNADU,3.3,61.0,"6589+46 Namakkal, Tamil Nadu",11.2165625,78.1686179
Sri Karunyaa Hospital,NAMAKKAL,TAMILNADU,4.8,23.0,"4276+2V Velur, Tamil Nadu",11.1125625,78.0096179
SM Hospital(BS Surgicare),OOTY,TAMILNADU,4.6,990.0,"CP22+9M Ooty, Tamil Nadu",11.4009375,76.6991179
Alva Hospital Pvt Ltd,POLLACHI,TAMILNADU,5.0,3.0,"MX2P+8J Pollachi, Tamil Nadu",10.6508125,76.9839929
Arathana Hospital,POLLACHI,TAMILNADU,4.5,511.0,"M294+7R Pollachi, Tamil Nadu",10.6681875,77.0044929
Arun Hospital Pollachi,POLLACHI,TAMILNADU,3.7,168.0,"M277+25 Pollachi, Tamil Nadu",10.6625625,77.0103679
Bewell Hospitals(Pudukottai),PUDUKKOTTAI,TAMILNADU,4.7,1452.0,"9RGF+HW Pudukkottai, Tamil Nadu",10.3764375,78.8222429
Kamala Hospital,SALEM,TAMILNADU,3.5,73.0,"M547+JP Salem, Tamil Nadu",11.6565625,78.1617429
Sri Sanjeevi Hospital,SALEM,TAMILNADU,4.9,2260.0,"M563+F8 Salem, Tamil Nadu",11.6611875,78.1507429
Aishwaryam Speciality Hospital,SALEM,TAMILNADU,2.9,223.0,"M4CG+MP Salem, Tamil Nadu",11.6716875,78.1242429
Dharan Hospital,SALEM,TAMILNADU,4.3,1916.0,"J4GW+43 Salem, Tamil Nadu",11.6253125,78.1426179
Sks Hospital India Pvt Ltd,SALEM,TAMILNADU,3.9,760.0,"M4CV+47 Salem, Tamil Nadu",11.6703125,78.1406179
"S Palaniandi Mudaliar Memorial Hospital 
SPMM Hospital",SALEM,TAMILNADU,4.6,1861.0,"M56R+FR Salem, Tamil Nadu",11.6611875,78.1894929
Sri Gokulam Hospital,SALEM,TAMILNADU,2.9,275.0,"M4FM+3H Salem, Tamil Nadu",11.6726875,78.1313679
Sri Gokulam Hospital Pvt Ltd,SALEM,TAMILNADU,2.9,275.0,"M4FM+3H Salem, Tamil Nadu",11.6726875,78.1313679
"Thiru Neuro Multispeciality Hospital 
Pvt.Ltd",Salem,TAMILNADU,4.4,377.0,"M673+2C Salem, Tamil Nadu",11.6625625,78.2009929
NITHISH GE & Multi Speciality Hospital,SALEM,TAMILNADU,3.8,125.0,"M47W+C8 Salem, Tamil Nadu",11.6635625,78.1432429
A C Hospital,SALEM,TAMILNADU,4.6,113.0,"M558+5H Salem, Tamil Nadu",11.6579375,78.1638679
Sundaram Multispeciality Hospital,SALEM,TAMILNADU,4.0,195.0,,,
London Ortho Speciality Hospital,SALEM,TAMILNADU,4.2,374.0,"M552+W8 Salem, Tamil Nadu",11.6598125,78.1482429
Be Well Hospitals(Sivakasi),SIVAKASI,TAMILNADU,4.6,5.0,"FR32+5Q Sivakasi, Tamil Nadu",9.4529375,77.7993679
Meenakshi Hospital,THANJAVUR,TAMILNADU,4.5,2547.0,"P4W6+4R Thanjavur, Tamil Nadu",10.7453125,79.1094929
"KG Multispecialty Hospital and Research 
centre",THANJAVUR,TAMILNADU,4.0,503.0,"Q4GP+MM Thanjavur, Tamil Nadu",10.7766875,79.1341179
Rohan Sekar Hospital,THENI,TAMILNADU,4.4,30.0,"P7HP+V7 Cumbum, Tamil Nadu",9.7296875,77.2831179
Muthu Hospital,TIRUNELVELI,TAMILNADU,3.5,16.0,"PP6G+9J Tirunelveli, Tamil Nadu",8.7109375,77.7239929
Ars Hospitals,TIRUPPUR,TAMILNADU,3.6,153.0,,,
Deepa Hospitals,TIRUPPUR,TAMILNADU,2.5,35.0,,,
Sri Kumaran Hospital,TIRUPPUR,TAMILNADU,4.2,954.0,"48JR+8G Tiruppur, Tamil Nadu",11.1308125,77.3387429
Sri Vasavi Hospital,TIRUVANNAMALAI,TAMILNADU,3.4,50.0,"63H8+JF Tiruvannamalai, Tamil Nadu",12.2290625,79.0636179
Maruti Hospital,TRICHY,TAMILNADU,4.6,1497.0,"RM6J+37 Tiruchirappalli, Tamil Nadu",10.8101875,78.6781179
Tiruchy Medical Center & Hospitals,TRICHY,TAMILNADU,3.7,33.0,"RM9M+FQ Tiruchirappalli, Tamil Nadu",10.8101875,78.6781179
Wellcare Hospital & Research Institute,TRICHY,TAMILNADU,3.4,54.0,"RMCM+H5 Tiruchirappalli, Tamil Nadu",10.8214375,78.6803679
Star Kims Hospital,TRICHY,TAMILNADU,4.0,144.0,"RMFJ+8Q Tiruchirappalli, Tamil Nadu",10.8233125,78.6793679
Rajesh Tilak Hospital,TUTICORIN,TAMILNADU,3.9,257.0,"R43H+J8 Thoothukudi, Tamil Nadu",8.8040625,78.1257429
Sri Hospitals,Tuticorin,TAMILNADU,,,"R4CJ+HF Jothi Nagar, Sankaraperi, Thoothukudi, Tamil Nadu",8.8214375,78.1286179
Be Well Hospitals(Tuticorin),TUTICORIN,TAMILNADU,4.8,408.0,"Q4QR+3C Thoothukudi, Tamil Nadu",8.7876875,78.1384929
"Sri Narayani Hospital And Research 
Centre",VELLORE,TAMILNADU,4.4,2446.0,"V3CQ+5X Vellore, Tamil Nadu",12.8704375,79.0873679
Woodlands Hospital(Hyderabad),HYDERABAD,TELANGANA,4.2,237.0,"9FVX+52 Hyderabad, Telangana",17.3929375,78.4949929
Medwin Hospitals,Hyderabad,TELANGANA,3.6,58.0,"9FVC+FP Hyderabad, Telangana",17.3936875,78.4692429
Aditya Hospitals,HYDERABAD,TELANGANA,3.5,514.0,"9FRJ+4F Hyderabad, Telangana",17.3903125,78.4786179
"Sathya Kidney Centre And Super 
Speciality Hospitals",HYDERABAD,TELANGANA,4.3,404.0,"CF3J+WR Hyderabad, Telangana",17.4048125,78.4794929
Pranaam Hospital Pvt Ltd,HYDERABAD,TELANGANA,3.9,2520.0,"F8VV+W3 Madeenaguda, Telangana",17.4948125,78.3401179
Aware Gleneagles Global Hospitals,HYDERABAD,TELANGANA,,,,,
Anupama Hospital (Hyderabad),HYDERABAD,TELANGANA,4.2,1592.0,"F9PR+64 Hyderabad, Telangana",17.4855625,78.3877429
"Apollo Hospitals Enterprises Ltd 
Hyderguda",HYDERABAD,TELANGANA,4.7,4829.0,"9FXH+QP Hyderguda, Telangana",17.3994375,78.4767429
Raghava Hospital,Hyderabad,TELANGANA,3.6,119.0,"CCQR+GV Hyderabad, Telangana",17.4388125,78.4396179
Care Hospital Banjara Hills,HYDERABAD,TELANGANA,4.6,6702.0,"CC7W+PH Hyderabad, Telangana",17.4143125,78.4438679
"Malla Reddy Narayana Multispeciality 
Hospital",HYDERABAD,TELANGANA,4.4,6665.0,"GCVM+H9 Hyderabad, Telangana",17.5439375,78.4308679
Sai Venkateshwara Hospital,Hyderabad,TELANGANA,2.9,62.0,"8GVH+QX Kharmanghat, Telangana",17.3444375,78.5273679
Ankura Hospital(Kukatpally),HYDERABAD,TELANGANA,4.4,3508.0,"FCQ5+9W Hyderabad, Telangana",17.4884375,78.4072429
Dharani Hospital (Hyderabad),HYDERABAD,TELANGANA,3.0,45.0,"9CMP+FM Hyderabad, Telangana",17.3836875,78.4341179
Adr Hospital,HYDERABAD,TELANGANA,3.4,187.0,"FG5Q+85 Hyderabad, Telangana",17.4583125,78.5353679
Xenia Hospitals,Hyderabad,TELANGANA,3.8,199.0,"FHFC+3H Hyderabad, Telangana",17.4726875,78.5688679
LivLife Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.4,106.0,"C9QX+6M Hyderabad, Telangana",17.4380625,78.3966179
Omega Hospitals,HYDERABAD,TELANGANA,4.3,765.0,"C9P8+HX Hyderabad, Telangana",17.4364375,78.3648679
Kakatiya Hospitals,HYDERABAD,TELANGANA,4.4,623.0,"CH5X+J9 Hyderabad, Telangana",17.4090625,78.5958679
Matrix Hospital,HYDERABAD,TELANGANA,3.3,312.0,"CG2R+24 Hyderabad, Telangana",17.4000625,78.5377429
Hope Children'S Hospital,HYDERABAD,TELANGANA,4.4,701.0,"CF4F+H9 Hyderabad, Telangana",17.4064375,78.4708679
Matrika Dr. Kalpana's Hospital,HYDERABAD,TELANGANA,3.7,215.0,"CFG6+X7 Hyderabad, Telangana",17.4274375,78.4581179
The Deccan Hospital,HYDERABAD,TELANGANA,4.8,2778.0,"CFF4+V5 Hyderabad, Telangana",17.4246875,78.4528679
Star Hospitals,HYDERABAD,TELANGANA,4.7,7694.0,"CC8W+76 Hyderabad, Telangana",17.4156875,78.4429929
Spark Hospital,HYDERABAD,TELANGANA,2.8,241.0,"CH3M+43 Hyderabad, Telangana",17.4028125,78.5801179
"NEO BBC new Born And Childrens 
Hospital",HYDERABAD,TELANGANA,3.4,227.0,"CG35+8X Hyderabad, Telangana",17.4033125,78.5073679
Omni Hospital,HYDERABAD,TELANGANA,4.5,804.0,"CFF4+WJ Hyderabad, Telangana",17.4248125,78.4539929
Pace Hospitals,HYDERABAD,TELANGANA,4.5,8345.0,"C9WM+QM Hyderabad, Telangana",17.4469375,78.3816179
Aster Prime Hospitals,HYDERABAD,TELANGANA,4.9,23334.0,"CCQW+2C Hyderabad, Telangana",17.4375625,78.4434929
Ravi Hospital (Hyderabad),Hyderabad,TELANGANA,4.5,211.0,"F9MX+P9 Hyderabad, Telangana",17.4843125,78.3958679
Krishna Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,38.0,"9HW6+X4 Hyderabad, Telangana",17.3974375,78.5577429
GBR Hospital,HYDERABAD,TELANGANA,4.3,292.0,"9G9M+JV Hyderabad, Telangana",17.3690625,78.5321179
Eashwar Lakshmi Hospital,HYDERABAD,TELANGANA,2.8,47.0,"CF6Q+PH Hyderabad, Telangana",17.4118125,78.4863679
Ravi Helios Hospital,HYDERABAD,TELANGANA,3.3,85.0,"CF6M+F5 Hyderabad, Telangana",17.4111875,78.4803679
Ramdev Rao Memorial General Hospital,HYDERABAD,TELANGANA,3.9,1060.0,"FCR4+4Q Hyderabad, Telangana",17.4903125,78.4043679
Nova ENT Hospital,HYDERABAD,TELANGANA,4.3,580.0,"CF94+9W Hyderabad, Telangana",17.4184375,78.4547429
Indo Us Superspeciality Hospital,HYDERABAD,TELANGANA,4.5,588.0,"9GF2+37 Hyderabad, Telangana",17.3726875,78.4981179
Kamineni Hospitals Pvt. Ltd,HYDERABAD,TELANGANA,4.4,4784.0,"9H24+M6 Hyderabad, Telangana",17.3516875,78.5529929
Ikon Hospital,HYDERABAD,TELANGANA,3.7,334.0,"F9PQ+4X Hyderabad, Telangana",17.4853125,78.3873679
Yashoda Super Sprciality Hospital,HYDERABAD,TELANGANA,4.8,29007.0,"CFF4+QM Hyderabad, Telangana",17.4244375,78.4541179
"Vijaya Marie Hospital & Education 
Society",HYDERABAD,TELANGANA,3.4,400.0,"CF54+28 Hyderabad, Telangana",17.4075625,78.4532429
SVK Hospital,HYDERABAD,TELANGANA,2.8,41.0,"GC6W+QJ Hyderabad, Telangana",17.5119375,78.4439929
Sai Sanjeevini Hospitals,HYDERABAD,TELANGANA,3.7,496.0,"9G6V+87 Hyderabad, Telangana",17.3608125,78.5406179
"Dr Raos ENT Super Speciality 
International Hospital",HYDERABAD,TELANGANA,4.7,11009.0,"F9QV+7X Hyderabad, Telangana",17.4881875,78.3923679
"Apollo Hospitals Enterprises Ltd(Jubilee 
Hills)",HYDERABAD,TELANGANA,4.8,31554.0,"CC87+44 Hyderabad, Telangana",17.4153125,78.4102429
Sreshta Orange Hospitals,HYDERABAD,TELANGANA,4.3,1283.0,"8HW3+2G Hyderabad, Telangana",17.3450625,78.5512429
Leela Hospital,HYDERABAD,TELANGANA,,,,,
Citizens Hospital,HYDERABAD,TELANGANA,,,,,
"Remedy Super Speciality 
Hospital(Kukatpally )",HYDERABAD,TELANGANA,4.4,1997.0,"F9VX+VC Hyderabad, Telangana",17.4946875,78.3959929
Femina Motherhood Hospital,HYDERABAD,TELANGANA,3.9,37.0,,,
Sankhya Hospitals,HYDERABAD,TELANGANA,4.5,534.0,"F9MV+H8 Hyderabad, Telangana",17.4839375,78.3907429
"Sai Siva Childrens Hospital And Poly 
Clinic",HYDERABAD,TELANGANA,4.4,143.0,"F8VF+PJ Chanda Nagar, Hyderabad, Telangana",17.4943125,78.3214929
RR Hospital,HYDERABAD,TELANGANA,5.0,776.0,"FHXV+W4 Hyderabad, Telangana",17.4998125,78.5902429
Srikara Hospitals,HYDERABAD,TELANGANA,4.6,2009.0,"8GVX+QC L. B. Nagar, Hyderabad, Telangana",17.3444375,78.5459929
Virinchi Hospitals Hyderabad,HYDERABAD,TELANGANA,4.4,2917.0,"CF52+6G Hyderabad, Telangana",17.4080625,78.4487429
