Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating,Radius of Influence
Little Stars Children'S Hospital,HYDERABAD,TELANGANA,4.4,1404.0,"CC8W+2M Hyderabad, Telangana",17.425643727189993,78.45519531585785,3.0836774092302486,0.3083677409230249
New Life Line Multi Speciality Hospital,HYDERABAD,TELANGANA,3.3,161.0,"FHQ7+5R Secunderabad, Telangana",17.511522458622782,78.4451708190043,1.5909992658777936,0.15909992658777938
"Lk Hospital Pvt Ltd Diagnostics And Poly 
Clinic",HYDERABAD,TELANGANA,4.1,228.5,,17.523434964113083,78.38667755008444,2.134461682575174,0.21344616825751742
Dr Laxmans Children Hospital,HYDERABAD,TELANGANA,4.0,107.0,"GC8W+CW Hyderabad, Telangana",17.527771382344945,78.44632364340444,1.7827046500762471,0.17827046500762472
Bhavya Multispeciality Hospital,HYDERABAD,TELANGANA,4.4,112.0,"9HG4+VR Hyderabad, Telangana",17.287946382627158,78.5672949329907,1.9875094010304943,0.19875094010304944
Gurunanak Care Hospitals,HYDERABAD,TELANGANA,4.3,1144.0,"CF8X+54 Hyderabad, Telangana",17.46997564581218,78.47297673246906,2.925061066517193,0.29250610665171933
"Dr rajashekar Reddy Laparoscopy 
Hospital",HYDERABAD,TELANGANA,4.4,273.0,"9G3W+MQ L. B. Nagar, Hyderabad, Telangana",17.37582057300942,78.58496065057149,2.372733306791857,0.2372733306791857
Sreshta Sri Kamala Hospitals,HYDERABAD,TELANGANA,3.7,418.0,"9G9C+8V Hyderabad, Telangana",17.39275685788681,78.56191387351865,2.139692551635437,0.2139692551635437
Krishna Hospital,HYDERABAD,TELANGANA,3.8,22.0,,17.562959244699684,78.19253138582381,1.1092105777930048,0.11092105777930049
Prasad Hospital,HYDERABAD,TELANGANA,4.6,2832.0,"FCR2+RJ Hyderabad, Telangana",17.50195315094979,78.39332750855927,3.545829935674944,0.35458299356749445
Shreyas Hospital,HYDERABAD,TELANGANA,4.5,1295.0,"FHH7+43 Secunderabad, Telangana",17.492257469966585,78.54133023311353,3.11939827508465,0.31193982750846505
Vanaja Hospital,HYDERABAD,TELANGANA,4.1,228.5,"G834+VF Hyderabad, Telangana",17.496170737004036,78.31963813681949,2.134461682575174,0.21344616825751742
Asha Hospital,HYDERABAD,TELANGANA,3.1,214.0,"CCCM+FR Hyderabad, Telangana",17.465199266442927,78.48189637140341,1.577152085508486,0.1577152085508486
Sigma Hospitals,HYDERABAD,TELANGANA,3.0,49.0,,17.277724974236623,78.46563613359184,1.0915362241889952,0.10915362241889953
RK Hospitals,HYDERABAD,TELANGANA,4.5,122.0,"8GQF+J8 Champapet, Telangana",17.333687523477465,78.5833349922618,2.0719548702993937,0.2071954870299394
SM Hospital,HYDERABAD,TELANGANA,3.8,42.0,,17.371397682789233,78.43114546599888,1.344232298373707,0.1344232298373707
Sri Narmada Hospital,HYDERABAD,TELANGANA,3.3,175.0,"CF7R+C6 Hyderabad, Telangana",17.480589468611626,78.56899641133843,1.6180362330007283,0.16180362330007284
ST Theresas Hospital,HYDERABAD,TELANGANA,4.4,1994.0,"FC2Q+M2 Hyderabad, Telangana",17.460310312677276,78.4308029510205,3.236162401229734,0.3236162401229734
Disha Childrens Hospital,HYDERABAD,TELANGANA,3.2,196.0,"9H34+23 Hyderabad, Telangana",17.20567472020404,78.51272400765997,1.602582306203974,0.1602582306203974
Preeti Urology & Kidney Hospital,HYDERABAD,TELANGANA,4.4,2082.0,"F9RW+GQ Hyderabad, Telangana",17.48314603645786,78.36578551525511,3.254935661568421,0.3254935661568421
"Lotus Hospitals For Women & Children 
(Kukatpally)",HYDERABAD,TELANGANA,4.0,1068.0,"F9RV+C7 Hyderabad, Telangana",17.502270157966965,78.38989411939627,2.689051927594339,0.2689051927594339
Lotus Hospitals For Women & Children,HYDERABAD,TELANGANA,4.0,1164.0,"CF36+M9 Hyderabad, Telangana",17.419910877312162,78.42099948315372,2.723053558209648,0.2723053558209648
Shine Childrens Hospital,HYDERABAD,TELANGANA,2.2,55.0,"8HX2+8R L. B. Nagar, Hyderabad, Telangana",17.33713865549934,78.06136243067971,0.806833796747873,0.08068337967478731
"Vasavi Medical And Research 
Centre(Vasavi Hospital)",HYDERABAD,TELANGANA,4.5,119.0,"CF47+JP Hyderabad, Telangana",17.40547683058434,78.4586217534438,2.0609715484205067,0.20609715484205068
Healthcare Hospital,HYDERABAD,TELANGANA,2.9,112.0,"8GWX+5P Hyderabad, Telangana",17.22493716034389,78.3489101647335,1.2865923167646642,0.12865923167646642
Supraja Hospitals (Hyderabad),HYDERABAD,TELANGANA,4.1,944.0,"9HG5+P8 Hyderabad, Telangana",17.365658391377625,78.5909615245379,2.70802446573402,0.27080244657340197
Sree Sreyas Hospital,HYDERABAD,TELANGANA,4.7,35.0,"8GWH+9J Hyderabad, Telangana",17.29956313865024,78.44816063780968,1.596284610495109,0.1596284610495109
Sri Ganesh Orthopaedic Hospital,HYDERABAD,TELANGANA,4.5,154.0,"CCG4+GQ Jubilee Hills, Hyderabad, Telangana",17.398451488470634,78.42134061881124,2.1748112086593983,0.21748112086593985
"Sai Krishna Super Speciality Neuro 
Hospital",HYDERABAD,TELANGANA,2.9,523.0,"9FQW+X9 Hyderabad, Telangana",17.427997241293603,78.45946040429725,1.7263433990491446,0.17263433990491447
"Apollo Hospital Enterprises 
Ltd(Kanchanbagh-Drdo)",HYDERABAD,TELANGANA,4.7,3266.0,"8GV4+2R Hyderabad, Telangana",17.350397016823546,78.49952302692063,3.6906206692665218,0.3690620669266522
"Medicover Hospitals (A Unit Of 
Sahrudaya Health Care Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258.0,"C9WH+M6 Hyderabad, Telangana",17.43902577940231,78.35308380791719,4.355132292319643,0.43551322923196434
Aakar Asha Hospital,HYDERABAD,TELANGANA,4.6,145.0,"FCQ5+P6 Hyderabad, Telangana",17.49145576933386,78.40042307240674,2.197464223359247,0.21974642233592473
Jayakrishna Hospital,HYDERABAD,TELANGANA,5.0,1.0,,17.643715691920058,78.32467176121725,0.2740561845970949,0.027405618459709492
Janapareddy Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.3,1152.0,"GFFM+V4 Hyderabad, Telangana",17.529419101445242,78.49180733264606,2.9280204028296897,0.29280204028296897
Manjeera Super Speciality Hospital,HYDERABAD,TELANGANA,3.8,201.0,"H3QG+V6 Pothreddipalle, Telangana",17.577165738816102,78.06702995134462,1.925327162661313,0.19253271626613133
Sumana Hospital,HYDERABAD,TELANGANA,4.1,228.5,,17.3766995336631,78.39820772700212,2.134461682575174,0.21344616825751742
Raja Hospital,HYDERABAD,TELANGANA,3.6,251.0,,17.299926681389238,78.43102783789824,1.8990865632183795,0.18990865632183795
Cure Well Hospital,HYDERABAD,TELANGANA,3.4,14.0,"CF46+87 Hyderabad, Telangana",17.41966560427858,78.5085749837545,0.8415873545808571,0.08415873545808572
"Sri Sai Raghavendra Multi Speciality 
Hospital",HYDERABAD,TELANGANA,5.0,10.0,"H3QM+F4 Sangareddy, Telangana",17.47025821983452,78.20585511880013,1.1165842416985887,0.11165842416985888
Gleneagles Global Hospitals,HYDERABAD,TELANGANA,4.8,5200.0,"CF47+48 Hyderabad, Telangana",17.427743669770095,78.44401421635611,3.991213952174483,0.3991213952174483
Shalini Hospitals,HYDERABAD,TELANGANA,3.9,2714.0,"9FVW+28 Hyderabad, Telangana",17.41468494711116,78.48684351433677,2.979420466022932,0.29794204660229323
Prathima Hospitals,HYDERABAD,TELANGANA,4.2,1716.0,"F9WX+M2 Hyderabad, Telangana",17.458455972581994,78.36255644072014,3.0236503853176684,0.3023650385317669
JJ Hospital,HYDERABAD,TELANGANA,3.5,579.0,"CCVJ+XX Hyderabad, Telangana",17.4572777770087,78.36806846978016,2.1328204564886986,0.21328204564886988
Archana Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.1,1678.0,"F8WP+CX Miyapur, Telangana",17.46312655093857,78.34332873662369,2.940957532058276,0.29409575320582765
Continental Hospitals,HYDERABAD,TELANGANA,4.6,18781.0,"C89Q+2Q Nanakramguda, Telangana",17.426325360469693,78.33238524110743,4.405897833809082,0.4405897833809082
Mahavir Hospital And Research Centre,HYDERABAD,TELANGANA,3.2,433.0,"CF34+CR Hyderabad, Telangana",17.451959032997834,78.38155516428807,1.8524117953832937,0.1852411795383294
Vijaya Hospital,HYDERABAD,TELANGANA,3.9,60.0,"F8WW+59 Madeenaguda, Telangana",17.463615381200157,78.26545843910554,1.5162073192662433,0.15162073192662434
SLMS Hospital,HYDERABAD,TELANGANA,3.3,58.0,"9HG4+9P Hyderabad, Telangana",17.51418928808017,78.38388493079007,1.2615300891508752,0.12615300891508752
Sri Tirumala Hospital,HYDERABAD,TELANGANA,4.5,737.0,"G872+8V Ameenpur, Miyapur, Hyderabad, Telangana",17.519957777231966,78.28931654936328,2.8689329506078747,0.2868932950607875
Aruna Hospital,HYDERABAD,TELANGANA,3.1,226.0,"8HV3+QV L. B. Nagar, Hyderabad, Telangana",17.38747272545365,78.53537145353431,1.593794317018839,0.1593794317018839
Vasundhara Hospital,HYDERABAD,TELANGANA,3.7,106.0,"FCFC+CM Hyderabad, Telangana",17.46686692769549,78.24051615813966,1.640461120665072,0.1640461120665072
Sri Siddeshwara Hospital,HYDERABAD,TELANGANA,2.9,114.0,"8GWC+JF Hyderabad, Telangana",17.301558258564757,78.46994271497475,1.2916213955186375,0.12916213955186376
Care Hospital (Namapally),HYDERABAD,TELANGANA,4.5,3752.0,"9FPF+7J Hyderabad, Telangana",17.38157209884862,78.49779784634461,3.592344129118397,0.3592344129118397
"Prathima Hospitals A Unit Of Mamatha 
Medicare Private Ltd",HYDERABAD,TELANGANA,4.5,2241.0,"9FRW+23 Hyderabad, Telangana",17.39740678676252,78.48872013829427,3.36318786728582,0.336318786728582
Rainbow Children Hospital,HYDERABAD,TELANGANA,4.6,16998.0,"CCGJ+5Q Hyderabad, Telangana",17.417037516212087,78.43166039021227,4.360545388610649,0.4360545388610649
Sri Sai Srinivasa Specialty Hospital,HYDERABAD,TELANGANA,4.0,180.0,"9FXR+5V Hyderabad, Telangana",17.47501337651697,78.46729760822392,1.9868651027309645,0.19868651027309647
Saptagiri Hospital,HYDERABAD,TELANGANA,4.5,528.0,"9G9J+J3 Hyderabad, Telangana",17.368871999181415,78.51599275304784,2.720833747398228,0.2720833747398228
Thumbay Hospital,HYDERABAD,TELANGANA,4.7,3463.0,"9FGR+Q6 Hyderabad, Telangana",17.365746996747532,78.47378393013643,3.717822159296795,0.3717822159296795
Himabindu Hospitals,HYDERABAD,TELANGANA,2.4,21.0,"9C8H+Q3 Hyderabad, Telangana",17.400187642488827,78.51267730659065,0.6647668427759572,0.06647668427759572
Vijaya Krishna Multi Specialty Hospital,HYDERABAD,TELANGANA,4.1,350.0,"FHJW+P3 Hyderabad, Telangana",17.45970549207428,78.53183604849897,2.30665153930527,0.230665153930527
Sagar Hospital,HYDERABAD,TELANGANA,4.9,262.0,"F9H9+Q2 Hyderabad, Telangana",17.484992966135426,78.42137551159293,2.630302400301691,0.2630302400301691
"Abhaya Bbc New Born And Children 
Hospital",HYDERABAD,TELANGANA,2.8,66.0,"CG25+PQ Hyderabad, Telangana",17.434459346473318,78.61166029442805,1.0952004351245022,0.10952004351245022
"Adavally Damodar Reddy Memorial 
Hospital(ADRM)",HYDERABAD,TELANGANA,5.0,3.0,,17.03431547550268,78.43637508913955,0.6166264153434635,0.061662641534346356
"Aditya Hospital(Aditya Medmaxx Lifecare 
Pvt Ltd)",HYDERABAD,TELANGANA,4.4,106.0,"CFV7+Q8 Hyderabad, Telangana",17.42862579855731,78.46737802097005,1.9637807468191375,0.19637807468191376
Amrita Ent Head And Neck Hospital,HYDERABAD,TELANGANA,4.4,1244.0,"F9QR+CH Hyderabad, Telangana",17.47430613765618,78.35827324951532,3.031095118680612,0.30310951186806123
Apex Hospitals-Hyderabad,HYDERABAD,TELANGANA,3.8,438.0,"CH5X+6G Hyderabad, Telangana",17.41028187416829,78.61073591231016,2.216887963759232,0.2216887963759232
"Apollo Hospitals Enterprises 
Ltd(Kukatpally)",Hyderabad,TELANGANA,4.1,23.0,"FCQ2+Q2 Hyderabad, Telangana",17.762124511233417,78.3396263922656,1.219436716555831,0.12194367165558312
Apollo Spectra Hospital (Hyderabad),HYDERABAD,TELANGANA,4.8,3100.0,"CFQ3+32 Hyderabad, Telangana",17.44589773393785,78.46771992503612,3.745860599640261,0.3745860599640261
Apoorva Hospital Mehdipatnam,HYDERABAD,TELANGANA,4.4,487.0,"9CRP+HQ Hyderabad, Telangana",17.379627402531543,78.4546563150614,2.6237621342591595,0.26237621342591594
Aruna Hospital(L.B. Nagar),HYDERABAD,TELANGANA,3.1,226.0,"8HV3+QV L. B. Nagar, Hyderabad, Telangana",17.365195418187696,78.55158448229649,1.593794317018839,0.1593794317018839
Bibi Cancer Hospital,Hyderabad,TELANGANA,3.4,95.0,"9GC2+37 Hyderabad, Telangana",17.290497758010353,78.6120178169927,1.4654381977139233,0.14654381977139233
"Bristlecone Hospitals (A Unit Of Virinchi 
Ltd)",HYDERABAD,TELANGANA,3.2,80.0,"8HHW+9J Hyderabad, Telangana",17.254921459514257,78.65374981781213,1.3214660360174797,0.132146603601748
Care Hospitals,HYDERABAD,TELANGANA,4.5,5812.0,"CF72+23 Hyderabad, Telangana",17.40497152364923,78.44569050329693,3.786963332346588,0.37869633323465884
"Century Super Speciality Hospital Pvt. Ltd 8-2-703, Road No 12,Telangana,,Banjara HillsNIL",HYDERABAD,TELANGANA,4.1,876.0,,17.417765248357725,78.51469598191514,2.677760188087557,0.2677760188087557
"Durgabai Deshmukh Hospital And 
Research Centre",HYDERABAD,TELANGANA,3.0,21.0,"CG26+R4 Hyderabad, Telangana",17.656116677766494,78.32310172948867,0.848087065007265,0.08480870650072651
"Evya Hospitals And Diabetic Reserach 
Center",HYDERABAD,TELANGANA,3.5,373.0,"8HQC+M8 Vanasthalipuram, Telangana",17.41548009373857,78.54133056176393,1.981024078952724,0.19810240789527242
Geeta Multi Speciality Hospital,Hyderabad,TELANGANA,4.1,314.0,"CGW5+R8 Secunderabad, Telangana",17.399136465318563,78.45399447396028,2.262796470664981,0.2262796470664981
Harsha Hospital Hyderabad,HYDERABAD,TELANGANA,4.7,7677.0,"FCW8+44 Hyderabad, Telangana",17.500088612064193,78.40896678788017,4.087590456269539,0.4087590456269539
Healix Hospital,Hyderabad,TELANGANA,4.3,842.0,"F8VW+PF Miyapur, Telangana",17.50068173644437,78.33943409575895,2.7949189669999983,0.27949189669999985
Himagiri Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.2,3894.0,"C9R5+WF Hyderabad, Telangana",17.453533772775344,78.36608426631926,3.3637047675168392,0.33637047675168397
"Icon Hospital ( A Unit Of Dandamudi 
Anish Health Care)",Hyderabad,TELANGANA,3.7,334.0,"F9PQ+4X Hyderabad, Telangana",17.48070054042431,78.4137722903099,2.057864866390183,0.20578648663901833
"Basavatarakam Indo American Cancer 
Hospital & Research Institute",HYDERABAD,TELANGANA,4.0,2163.0,"CC8J+R6 Hyderabad, Telangana",17.424349544267617,78.41020662085839,2.967887281007872,0.2967887281007872
Jananii Hospital,HYDERABAD,TELANGANA,4.7,1106.0,"9GVJ+H3 Hyderabad, Telangana",17.388540116730507,78.53656565510042,3.1878534449827653,0.31878534449827656
Kims Hospitals Enterprises Pvt Ltd,HYDERABAD,TELANGANA,4.5,27601.0,"CFPM+Q5 Begumpet, Hyderabad, Telangana",17.451108194115186,78.48955743054292,4.479871982640384,0.44798719826403843
Kosaraju Hospitals,HYDERABAD,TELANGANA,4.1,228.5,"9CG9+6J Hyderabad, Telangana",17.420007465148682,78.41749312343035,2.134461682575174,0.21344616825751742
Krishnaveni Multi Speciality Hospital,HYDERABAD,TELANGANA,2.7,148.0,"8HHV+WF Hyderabad, Telangana",17.43728600500596,78.48545401527788,1.2669449558106138,0.12669449558106138
"Landmark Hospital(A Unit Of Capital 
Health Services India Pvt Ltd)",HYDERABAD,TELANGANA,4.5,2943.0,"F9XQ+M6 Hyderabad, Telangana",17.493441812244992,78.39145513702202,3.4843523043266,0.34843523043266
Maa Ent Hospital,HYDERABAD,TELANGANA,4.3,1620.0,"CCG7+VP Hyderabad, Telangana",17.404748608430115,78.44041751622025,3.0728189324155517,0.3072818932415552
Magnas V Hospital,HYDERABAD,TELANGANA,4.5,1248.0,"9G9J+69 Hyderabad, Telangana",17.378775159238938,78.52332596943788,3.102967573232625,0.3102967573232625
"Mahesh Hospital And Research 
Foundation",Hyderabad,TELANGANA,3.4,17.0,"CF2R+6J Hyderabad, Telangana",17.360293945827017,78.63929689652298,0.9028606294093444,0.09028606294093444
Manju Sudha Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,74.0,"9G9H+VP Hyderabad, Telangana",17.461197025933057,78.38829230887687,1.382475295985444,0.13824752959854442
"Medicover Hospitals(A Unit Of Sahrudaya 
Health Centre Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258.0,"C9WH+M6 Hyderabad, Telangana",17.462718482383337,78.38818501418379,4.355132292319643,0.43551322923196434
Mcs Neuro Hospital,HYDERABAD,TELANGANA,4.3,464.0,"F9VX+24 Hyderabad, Telangana",17.46692062352821,78.42505085797598,2.542054297854128,0.2542054297854128
Medisys Hospital,HYDERABAD,TELANGANA,3.6,510.0,"8HR5+F3 Hyderabad, Telangana",17.35510187994412,78.54817613395865,2.1506453664636584,0.21506453664636585
Microcare Ent Hospital Research Inst.,HYDERABAD,TELANGANA,4.6,3904.0,"F9VX+JC Hyderabad, Telangana",17.487282846580392,78.41636282200832,3.691748613033128,0.3691748613033128
Motherhood Hospital (Banjara Hills),Hyderabad,TELANGANA,3.9,37.0,,17.388651085644327,78.41913783863791,1.3337572704427831,0.13337572704427833
Mythri Hospital,HYDERABAD,TELANGANA,4.6,3240.0,"9CMH+FM Hyderabad, Telangana",17.381708479306536,78.44108449477461,3.607006040271664,0.3607006040271664
Mythri Hospital(Mehdipatanam),HYDERABAD,TELANGANA,4.6,3240.0,"9CMH+FM Hyderabad, Telangana",17.47295497675641,78.42704320530959,3.607006040271664,0.3607006040271664
"Neelima Hospital - Unit Of Neelima 
Hospitals Pvt Ltd",HYDERABAD,TELANGANA,4.2,2299.0,"FC4Q+HG Hyderabad, Telangana",17.453081036580365,78.45667225709863,3.1450109631400878,0.3145010963140088
Nightingale Hospital,HYDERABAD,TELANGANA,4.5,787.0,"9G25+FR Hyderabad, Telangana",17.381885983592106,78.45768766802476,2.898091614690945,0.28980916146909447
"Nirmala Maternity Orthopaedic And 
General Hospital",HYDERABAD,TELANGANA,4.3,444.0,"9FV2+QQ Hyderabad, Telangana",17.39595045279658,78.48612863024078,2.523368521339275,0.2523368521339275
Oakridge Hospitals,HYDERABAD,TELANGANA,3.9,79.0,"C9VP+X5 Madhapur, Hyderabad, Telangana",17.432525651339503,78.34737662486546,1.6207353595081877,0.16207353595081878
Olive Hospital,HYDERABAD,TELANGANA,4.4,4324.0,"9CVG+CR Hyderabad, Telangana",17.38694559880537,78.42436464239803,3.5726876445170976,0.3572687644517098
Omni Hospital,HYDERABAD,TELANGANA,4.3,3252.0,"9G9Q+9F Hyderabad, Telangana",17.396156079216812,78.55010081323196,3.3688690127786707,0.3368869012778671
Ozone Hospitals,HYDERABAD,TELANGANA,4.8,1854.0,"9G5V+QX Hyderabad, Telangana",17.360161487353096,78.53690562435605,3.50206646440576,0.35020664644057603
Pace Hospital,HYDERABAD,TELANGANA,4.7,314.0,"F8VW+MR Hafeezpet, Hyderabad, Telangana",17.507810307821174,78.34583127531408,2.603963863369507,0.26039638633695067
Pacific Hospital,Hyderabad,TELANGANA,4.4,7.0,"C99C+VP Hyderabad, Telangana",17.537916919806005,78.13606310450976,0.8358713630211395,0.08358713630211395
Padmavathi Hospital (Hyderabad),Hyderabad,TELANGANA,4.1,267.0,"F9V5+WX Miyapur, Telangana",17.415175151679357,78.34565335448457,2.197311622711372,0.2197311622711372
Paramitha Childrens Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.3,1103.0,"9G5V+VW Hyderabad, Telangana",17.35897007112155,78.52413990537285,2.9095623717216013,0.2909562371721601
Poulomi Hospitals,HYDERABAD,TELANGANA,4.0,1235.0,"FHJ3+X4 Secunderabad, Telangana",17.505143147268136,78.5416900942104,2.746443921508323,0.2746443921508323
Premier Hospital Pvt.Ltd,HYDERABAD,TELANGANA,4.4,2855.0,"9CRG+JQ Hyderabad, Telangana",17.405658122464164,78.39910328799178,3.392201210940857,0.3392201210940857
"Prime Hospitals (A Unit Of Sree 
Ramachandra Health Services Pvt Ltd)",HYDERABAD,TELANGANA,4.9,23334.0,"CCQW+2C Hyderabad, Telangana",17.448900809465727,78.44907378796594,4.802835899118942,0.48028358991189424
Pujitha Hospital,Hyderabad,TELANGANA,4.3,44.0,,17.485575367929577,78.49899371869596,1.5494429827446676,0.15494429827446676
Raghavendra Hospital(Hyderabad),Hyderabad,TELANGANA,4.4,273.0,"FF4H+MF Secunderabad, Telangana",17.484959188622895,78.48916583521049,2.372733306791857,0.2372733306791857
"Rainbow Hospital For Women And 
Childrenrainbow Childrens Medicare Pvt 
Ltd",HYDERABAD,TELANGANA,4.6,16998.0,"CCGJ+5Q Hyderabad, Telangana",17.422772511028036,78.44245244053268,4.360545388610649,0.4360545388610649
Raja Hospital ( Hyderabad ),HYDERABAD,TELANGANA,3.6,251.0,,17.497374469429214,78.54016610024652,1.8990865632183795,0.18990865632183795
Raman Hospital,HYDERABAD,TELANGANA,3.8,76.0,"FFW3+57 Hyderabad, Telangana",17.574770923216473,78.47749880224166,1.5630649824266345,0.15630649824266346
Russh Super Speciality Hospital,HYDERABAD,TELANGANA,4.4,3103.0,"FFXH+V2 Hyderabad, Telangana",17.49236200293801,78.41869139696833,3.4284165945582386,0.3428416594558239
S.V.S Hospital,Hyderabad,TELANGANA,3.6,375.0,"9FQV+P5 Hyderabad, Telangana",17.349505972668087,78.41448100019055,2.041480137189581,0.2041480137189581
Safe Childrens Hospital,HYDERABAD,TELANGANA,3.0,257.0,"9G97+VP Hyderabad, Telangana",17.438681422022526,78.62324861780667,1.5781307355218912,0.15781307355218913
Sai Rajasri Hospitals,Hyderabad,TELANGANA,3.9,110.0,"9G6Q+FC Hyderabad, Telangana",17.436535471857226,78.4804150534772,1.746986350526155,0.17469863505261551
Sai Ram Multi Speciality Hospital,HYDERABAD,TELANGANA,2.9,37.0,"9FVQ+XX Hyderabad, Telangana",17.356592108341154,78.63086452441766,0.974200522598666,0.09742005225986661
Sai Siddhartha Hospital,HYDERABAD,TELANGANA,4.1,212.0,"GC8W+V3 Hyderabad, Telangana",17.516326653618634,78.4369296830856,2.104224586523403,0.21042245865234033
"Sai Vani Hospitals Ltd (A Unit Of Laxmi 
Jaya Hospitals Ltd)",HYDERABAD,TELANGANA,3.3,377.0,"CF6M+9C Hyderabad, Telangana",17.46392828434174,78.48750264141802,1.867377733412088,0.1867377733412088
Sbr Pulse Hospital,HYDERABAD,TELANGANA,3.8,50.0,"9G8P+X9 Hyderabad, Telangana",17.201374848710618,78.50332353223955,1.4083210381516766,0.14083210381516767
Shyam Hospital,HYDERABAD,TELANGANA,4.0,99.0,"8HF4+6V Hyderabad, Telangana",17.318470591803017,78.47277547227137,1.7522758322321803,0.17522758322321805
Sigma Hospitals(Hyderabad),Hyderabad,TELANGANA,3.0,49.0,,17.42372666492462,78.50724183155435,1.0915362241889952,0.10915362241889953
"Soumya Hospital For Women And 
Children",HYDERABAD,TELANGANA,4.2,939.0,"CCVV+6G Hyderabad, Telangana",17.46113132580953,78.41144903002352,2.7735425329090884,0.27735425329090885
Sowmya Children'S Hospital,Hyderabad,TELANGANA,4.2,939.0,"CCVV+6G Hyderabad, Telangana",17.450304551147394,78.43755469999407,2.7735425329090884,0.27735425329090885
Sowmya Hospital,HYDERABAD,TELANGANA,3.3,94.0,"CG55+WC Hyderabad, Telangana",17.416859849873774,78.52599097251003,1.4169063419834556,0.14169063419834557
"Sri Radhika Multispecialty HospitalSri 
Radhika Hospital",HYDERABAD,TELANGANA,4.5,552.0,"8GC8+5X Hyderabad, Telangana",17.341596059280832,78.53162654770108,2.740569417873123,0.2740569417873123
"Sri Sai Ram Hospital, Hyderabad",Hyderabad,TELANGANA,4.0,1.0,,17.481570949192175,78.2694930081204,0.2055421384478211,0.02055421384478211
"Sri Sri Holistic Hospitals(A Unit Of Sree 
Ramachandra Health Servises Pvt",HYDERABAD,TELANGANA,4.4,5263.0,"G92Q+PH Hyderabad, Telangana",17.480998995891166,78.39174673298513,3.658139813167789,0.3658139813167789
"Srikara Hospitals ( A Unit Of SNR Galaxy 
Hospiitals Hyderabad Pvt Ltd)",HYDERABAD,TELANGANA,3.3,19.0,,17.802425040263138,78.6608169759451,0.9086581309756792,0.09086581309756792
Sunrise Hospitals(Hyderabad),Hyderabad,TELANGANA,4.5,632.0,"8JH2+6M Hyderabad, Telangana",17.331154555981964,78.59615320733619,2.800667684109394,0.2800667684109394
Suraksha Women And Children Hospital,HYDERABAD,TELANGANA,3.7,597.0,"GF8J+R6 Hyderabad, Telangana",17.498262165530925,78.46211768859933,2.2697885564825784,0.22697885564825784
Susheela Hospital(Hyderabad),HYDERABAD,TELANGANA,2.8,155.0,"CCPP+2H Hyderabad, Telangana",17.468813229599757,78.22248331510272,1.329112628600344,0.1329112628600344
Sv Multispeciality Hospital,Hyderabad,TELANGANA,3.4,48.0,"8GC9+CX Balapur, Telangana",17.497562475755483,78.45115086668724,1.2394200177239951,0.12394200177239952
Tirumala Multi Speciality Hospital,HYDERABAD,TELANGANA,2.6,30.0,"8HP2+G7 Hyderabad, Telangana",17.08118685741891,78.43931714458922,0.8140092439209872,0.08140092439209873
Udai Omni Hospitals,HYDERABAD,TELANGANA,4.4,2270.0,"9FWC+QX Hyderabad, Telangana",17.40377875885238,78.45878908206518,3.2925173570514628,0.3292517357051463
Usha Mohan Hospital,Hyderabad,TELANGANA,3.7,11.0,,17.614604347075574,78.37195747968958,0.840281012856679,0.0840281012856679
Vijay Marie Hospital,Hyderabad,TELANGANA,3.4,400.0,"CF54+28 Hyderabad, Telangana",17.380280040476936,78.40538563523972,1.945891997244525,0.19458919972445252
Vijaya Hospital,HYDERABAD,TELANGANA,3.9,60.0,"F8WW+59 Madeenaguda, Telangana",17.50022986758649,78.3830016661683,1.5162073192662433,0.15162073192662434
Vijaya Hospital(Madeenaguda),HYDERABAD,TELANGANA,3.9,60.0,"F8WW+59 Madeenaguda, Telangana",17.258602107889836,78.36418102678753,1.5162073192662433,0.15162073192662434
Zoi Hospitals,HYDERABAD,TELANGANA,4.5,750.0,"CFH4+4W Hyderabad, Telangana",17.405538759719075,78.44986035801541,2.8767000051319784,0.28767000051319785
Pulse Hospital,HYDERABAD,TELANGANA,4.7,528.0,"F9G6+XP Hyderabad, Telangana",17.455396612854546,78.32211393513475,2.8448047604447844,0.28448047604447846
Sri Ramakrishna Hospital (Hyderabad),HYDERABAD,TELANGANA,4.0,28.0,"9FPV+GP Hyderabad, Telangana",17.383406539594628,78.300338569165,1.2628456902205871,0.12628456902205873
KIMS BIBI Hospital,HYDERABAD,TELANGANA,4.7,3.0,,17.25312023710087,78.50867752839153,0.5755179876538993,0.05755179876538993
Sri Sai Balaji Hospital,HYDERABAD,TELANGANA,3.5,64.0,"9H66+PR Hyderabad, Telangana",17.37551984789242,78.53493274846039,1.3756447057947891,0.13756447057947893
Sahasva Hospital,HYDERABAD,TELANGANA,3.4,13.0,"9GV5+HG Hyderabad, Telangana",17.412324923212665,78.4683000211713,0.8184007426948914,0.08184007426948914
