,Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating,density
1949,Sri Ramakrishna Hospital (Coimbatore),COIMBATORE,TAMILNADU,3.9,2533.0,"2XFH+73 Coimbatore, Tamil Nadu",11.0231875,76.9751179,2.952824058271383,748.0
1950,Vega Ent Hospital,Coimbatore,TAMILNADU,4.1,188.0,"2W7V+MG Coimbatore, Tamil Nadu",11.0141875,76.9412429,2.055777242275547,748.0
1951,Dr Muthus Hospital,COIMBATORE,TAMILNADU,4.1,652.0,"223R+37 Singanallur, Tamil Nadu",11.0026875,77.0381179,2.558235736207175,748.0
1952,Royal Care Superspeciality Hospital,COIMBATORE,TAMILNADU,4.6,5519.0,"335Q+MQ Neelambur, Tamil Nadu",11.0591875,77.0868679,3.849124712844106,748.0
1953,KG Hospital,COIMBATORE,TAMILNADU,4.4,1694.0,"2X2C+3J Coimbatore, Tamil Nadu",11.0001875,76.9689929,3.16528768432831,748.0
1954,Dr Ezhil Ent Hospital,COIMBATORE,TAMILNADU,4.1,85.0,"X2X4+GW Coimbatore, Tamil Nadu",10.9988125,77.0047429,1.7366724937322804,748.0
1955,RS Hospital,COIMBATORE,TAMILNADU,3.3,241.0,"2X53+JV Coimbatore, Tamil Nadu",11.0090625,76.9521179,1.7219120461025084,748.0
1956,DJ Hospital,COIMBATORE,TAMILNADU,4.1,228.5,"2XG2+VF Saibaba Koil, Coimbatore, Tamil Nadu",11.0271875,76.9486179,2.134461682575174,748.0
1957,Kannan Hospital,CUDDALORE,TAMILNADU,2.9,78.0,"QQ66+QM Cuddalore, Tamil Nadu",11.7619375,79.7591179,1.183988776627703,702.0
1958,C. K. Hospital,Erode,TAMILNADU,4.8,777.0,"8PMH+36 Erode, Tamil Nadu",11.3326875,77.7254929,3.089805787134398,397.0
1959,Dr Nsk Hospital,Erode,TAMILNADU,4.1,228.5,,11.3389375,77.7113679,2.134461682575174,397.0
1960,Senthil Multi Speciality Hospital,Erode,TAMILNADU,4.0,401.0,"8PQ7+HH Erode, Tamil Nadu",11.3389375,77.7113679,2.302360173087469,397.0
1961,Bewell Hospitals(Erode),ERODE,TAMILNADU,4.7,812.0,"8PPG+MR Erode, Tamil Nadu",11.3366875,77.7244929,3.044450707573081,397.0
1962,Santhi Hospital,HOSUR,TAMILNADU,4.4,310.0,"PRX4+G7 Hosur, Tamil Nadu",12.7488125,77.8031179,2.4278220409143807,370.0
1963,Arogya Seva Hospitals Pvt.Ltd,Hosur,TAMILNADU,2.0,4.0,,12.9704375,80.0152429,0.2496553311475422,370.0
1964,RMD Specialities Hospital,KANCHIPURAM,TAMILNADU,4.5,174.0,"X2C9+54 Amarambedu, Tamil Nadu",12.9704375,80.0152429,2.228792752779003,704.0
1965,Vijayakumar Hospital,KANYAKUMARI,TAMILNADU,3.8,69.0,,10.0715625,78.7038679,1.5272654758934496,1106.0
1966,Apollo Reach Hospital,KARAIKUDI,TAMILNADU,4.8,4422.0,"3PC4+JH Karaikudi, Tamil Nadu",10.0715625,78.7038679,3.9143366554395183,324.0
1967,Dr GC Hospital,KARUR,TAMILNADU,4.6,253.0,"X37G+5Q Karur, Tamil Nadu",10.9629375,78.0743679,2.4492366658376468,371.0
1968,Apollo Loga Hospital Karur,KARUR,TAMILNADU,4.8,5174.0,"X367+5Q Karur, Tamil Nadu",10.9629375,78.0743679,3.988836183059176,371.0
1969,Vadamalayan Hospital Pvt Ltd,MADURAI,TAMILNADU,4.3,1414.0,"W4VJ+53 Chinna Chokikulam, Tamil Nadu",9.9429375,78.1276179,3.0150511251325,823.0
1970,Apollo Speciality Hospitals Madurai,MADURAI,TAMILNADU,4.7,20771.0,"W4HX+8J Madurai, Tamil Nadu",9.9283125,78.1464929,4.54995318214767,823.0
1971,Shenbagam Hospitals (P) Ltd,MADURAI,TAMILNADU,4.3,210.0,"W4FV+FC Sathamangalam, Tamil Nadu",9.9283125,78.1464929,2.206202062245004,823.0
1972,Apollo First Med Hospital,MADURAI,TAMILNADU,4.5,4.0,"W4PR+3Q KK Nagar, Tamil Nadu",9.9351875,78.1393679,0.6473670527685621,823.0
1973,Bgm Hospital,MADURAI,TAMILNADU,4.1,234.0,"X48P+F9 Madurai, Tamil Nadu",9.9661875,78.1333679,2.144059340697939,823.0
1974,Devadoss Multispeciality Hospital,MADURAI,TAMILNADU,4.0,372.0,"X553+5J Madurai, Tamil Nadu",9.9579375,78.1514929,2.2727566594014514,823.0
1975,Hannah Joseph Hospital Pvt Ltd,MADURAI,TAMILNADU,4.5,641.0,"V4HP+4J Madurai, Tamil Nadu",9.8778125,78.1339929,2.8069473451496285,823.0
1976,Jayam Hospital,Madurai,TAMILNADU,4.2,62.0,"W4PP+C8 Chinna Chokikulam, Tamil Nadu",9.9360625,78.1332429,1.6515020104590894,823.0
1977,"Meenakshi Mission Hospital And 
Research Centre",MADURAI,TAMILNADU,4.3,2057.0,"W5X7+52 Madurai, Tamil Nadu",9.9479375,78.1599929,3.1742706426109626,823.0
1978,R.R. Hospital (Madurai),Madurai,TAMILNADU,3.7,68.0,"W4CX+9H Madurai, Tamil Nadu",9.9209375,78.1463679,1.4800089420326932,823.0
1979,Skg Hospital (Madurai),MADURAI,TAMILNADU,5.0,1.0,"X4FQ+9V Madurai, Tamil Nadu",9.9734375,78.1371179,0.2740561845970949,823.0
1980,Ashwini Hospital,MADURAI,TAMILNADU,4.8,479.0,"X532+W2 K.Pudur, Tamil Nadu",9.9548125,78.1474929,2.8606720977581865,823.0
1981,Rajan Hospital,MADURAI,TAMILNADU,3.9,14.0,"W469+J9 Madurai, Tamil Nadu",9.9115625,78.1158679,0.9754257958646998,823.0
1982,Priya Hospital,MADURAI,TAMILNADU,3.1,7.0,"RXGR+J9 Tirumangalam, Tamil Nadu",9.8265625,77.9883679,0.5686665830389719,823.0
1983,PPK Hospital,MARTHANDAM,TAMILNADU,3.8,134.0,,8.1884375,77.4151179,1.7739587813944413,1106.0
1984,Holy Cross Hospital,NAGERCOIL,TAMILNADU,4.0,419.0,"5CQ9+93 Nagercoil, Tamil Nadu",8.1884375,77.4151179,2.31967883206464,1106.0
1985,Nirmala Hospital,NAGERCOIL,TAMILNADU,5.0,3.0,"75GJ+X6 Puthukkadai, Tamil Nadu",8.2774375,77.1779929,0.6166264153434635,1106.0
1986,Be Well Hospitals(Nagercoil),NAGERCOIL,TAMILNADU,4.7,698.0,"5CGH+G2 Nagercoil, Tamil Nadu",8.1763125,77.4249929,2.9742631637455466,1106.0
1987,Bethesda Hospital,NAGERCOIL,TAMILNADU,4.8,740.0,"5CQG+8V Nagercoil, Tamil Nadu",8.1883125,77.4246179,3.0666875213808638,1106.0
1988,Saravana Hospital (Namakkal),NAMAKKAL,TAMILNADU,4.0,120.0,"658C+JF Namakkal, Tamil Nadu",11.2165625,78.1686179,1.8276432144073065,506.0
1989,Deepthi Hospital,NAMAKKAL,TAMILNADU,3.3,61.0,"6589+46 Namakkal, Tamil Nadu",11.2165625,78.1686179,1.277708020463276,506.0
1990,Sri Karunyaa Hospital,NAMAKKAL,TAMILNADU,4.8,23.0,"4276+2V Velur, Tamil Nadu",11.1125625,78.0096179,1.4393307492128002,506.0
1991,SM Hospital(BS Surgicare),OOTY,TAMILNADU,4.6,990.0,"CP22+9M Ooty, Tamil Nadu",11.4009375,76.6991179,3.068237790209696,288.0
1992,Alva Hospital Pvt Ltd,POLLACHI,TAMILNADU,5.0,3.0,"MX2P+8J Pollachi, Tamil Nadu",10.6508125,76.9839929,0.6166264153434635,748.0
1993,Arathana Hospital,POLLACHI,TAMILNADU,4.5,511.0,"M294+7R Pollachi, Tamil Nadu",10.6681875,77.0044929,2.706304822896312,748.0
1994,Arun Hospital Pollachi,POLLACHI,TAMILNADU,3.7,168.0,"M277+25 Pollachi, Tamil Nadu",10.6625625,77.0103679,1.807623476248526,748.0
1995,Bewell Hospitals(Pudukottai),PUDUKKOTTAI,TAMILNADU,4.7,1452.0,"9RGF+HW Pudukkottai, Tamil Nadu",10.3764375,78.8222429,3.31420592252041,348.0
1996,Kamala Hospital,SALEM,TAMILNADU,3.5,73.0,"M547+JP Salem, Tamil Nadu",11.6565625,78.1617429,1.4205076644413537,663.0
1997,Sri Sanjeevi Hospital,SALEM,TAMILNADU,4.9,2260.0,"M563+F8 Salem, Tamil Nadu",11.6611875,78.1507429,3.6723153180434114,663.0
1998,Aishwaryam Speciality Hospital,SALEM,TAMILNADU,2.9,223.0,"M4CG+MP Salem, Tamil Nadu",11.6716875,78.1242429,1.482735032608207,663.0
1999,Dharan Hospital,SALEM,TAMILNADU,4.3,1916.0,"J4GW+43 Salem, Tamil Nadu",11.6253125,78.1426179,3.144104704603467,663.0
2000,Sks Hospital India Pvt Ltd,SALEM,TAMILNADU,3.9,760.0,"M4CV+47 Salem, Tamil Nadu",11.6703125,78.1406179,2.4891040130018216,663.0
2001,"S Palaniandi Mudaliar Memorial Hospital 
SPMM Hospital",SALEM,TAMILNADU,4.6,1861.0,"M56R+FR Salem, Tamil Nadu",11.6611875,78.1894929,3.3550048450563223,663.0
2002,Sri Gokulam Hospital,SALEM,TAMILNADU,2.9,275.0,"M4FM+3H Salem, Tamil Nadu",11.6726875,78.1313679,1.5425746284699473,663.0
2003,Sri Gokulam Hospital Pvt Ltd,SALEM,TAMILNADU,2.9,275.0,"M4FM+3H Salem, Tamil Nadu",11.6726875,78.1313679,1.5425746284699473,663.0
2004,"Thiru Neuro Multispeciality Hospital 
Pvt.Ltd",Salem,TAMILNADU,4.4,377.0,"M673+2C Salem, Tamil Nadu",11.6625625,78.2009929,2.512674993265875,663.0
2005,NITHISH GE & Multi Speciality Hospital,SALEM,TAMILNADU,3.8,125.0,"M47W+C8 Salem, Tamil Nadu",11.6635625,78.1432429,1.748044332816009,663.0
2006,A C Hospital,SALEM,TAMILNADU,4.6,113.0,"M558+5H Salem, Tamil Nadu",11.6579375,78.1638679,2.084971085962342,663.0
2007,Sundaram Multispeciality Hospital,SALEM,TAMILNADU,4.0,195.0,,11.6598125,78.1482429,2.0183442805428795,663.0
2008,London Ortho Speciality Hospital,SALEM,TAMILNADU,4.2,374.0,"M552+W8 Salem, Tamil Nadu",11.6598125,78.1482429,2.392040245281633,663.0
2009,Be Well Hospitals(Sivakasi),SIVAKASI,TAMILNADU,4.6,5.0,"FR32+5Q Sivakasi, Tamil Nadu",9.4529375,77.7993679,0.7461746581660623,454.0
2010,Meenakshi Hospital,THANJAVUR,TAMILNADU,4.5,2547.0,"P4W6+4R Thanjavur, Tamil Nadu",10.7453125,79.1094929,3.420096010675357,691.0
2011,"KG Multispecialty Hospital and Research 
centre",THANJAVUR,TAMILNADU,4.0,503.0,"Q4GP+MM Thanjavur, Tamil Nadu",10.7766875,79.1341179,2.391765037745214,691.0
2012,Rohan Sekar Hospital,THENI,TAMILNADU,4.4,30.0,"P7HP+V7 Cumbum, Tamil Nadu",9.7296875,77.2831179,1.4249869062773215,433.0
2013,Muthu Hospital,TIRUNELVELI,TAMILNADU,3.5,16.0,"PP6G+9J Tirunelveli, Tamil Nadu",8.7109375,77.7239929,0.9116561159367618,433.0
2014,Ars Hospitals,TIRUPPUR,TAMILNADU,3.6,153.0,,11.1308125,77.3387429,1.7238429681126564,476.0
2015,Deepa Hospitals,TIRUPPUR,TAMILNADU,2.5,35.0,,11.1308125,77.3387429,0.8170171541934828,476.0
2016,Sri Kumaran Hospital,TIRUPPUR,TAMILNADU,4.2,954.0,"48JR+8G Tiruppur, Tamil Nadu",11.1308125,77.3387429,2.7801149415249298,476.0
2017,Sri Vasavi Hospital,TIRUVANNAMALAI,TAMILNADU,3.4,50.0,"63H8+JF Tiruvannamalai, Tamil Nadu",12.2290625,79.0636179,1.2528647134884188,399.0
2018,Maruti Hospital,TRICHY,TAMILNADU,4.6,1497.0,"RM6J+37 Tiruchirappalli, Tamil Nadu",10.8101875,78.6781179,3.256101320711144,602.0
2019,Tiruchy Medical Center & Hospitals,TRICHY,TAMILNADU,3.7,33.0,"RM9M+FQ Tiruchirappalli, Tamil Nadu",10.8101875,78.6781179,1.221167810236848,602.0
2020,Wellcare Hospital & Research Institute,TRICHY,TAMILNADU,3.4,54.0,"RMCM+H5 Tiruchirappalli, Tamil Nadu",10.8214375,78.6803679,1.2782407309918598,602.0
2021,Star Kims Hospital,TRICHY,TAMILNADU,4.0,144.0,"RMFJ+8Q Tiruchirappalli, Tamil Nadu",10.8233125,78.6793679,1.899184444814219,602.0
2022,Rajesh Tilak Hospital,TUTICORIN,TAMILNADU,3.9,257.0,"R43H+J8 Thoothukudi, Tamil Nadu",8.8040625,78.1257429,2.072124170023241,378.0
2023,Sri Hospitals,Tuticorin,TAMILNADU,4.1,228.5,"R4CJ+HF Jothi Nagar, Sankaraperi, Thoothukudi, Tamil Nadu",8.8214375,78.1286179,2.134461682575174,378.0
2024,Be Well Hospitals(Tuticorin),TUTICORIN,TAMILNADU,4.8,408.0,"Q4QR+3C Thoothukudi, Tamil Nadu",8.7876875,78.1384929,2.784725572462344,378.0
2025,"Sri Narayani Hospital And Research 
Centre",VELLORE,TAMILNADU,4.4,2446.0,"V3CQ+5X Vellore, Tamil Nadu",12.8704375,79.0873679,3.324980691965145,776.0
2026,Woodlands Hospital(Hyderabad),HYDERABAD,TELANGANA,4.2,237.0,"9FVX+52 Hyderabad, Telangana",17.3929375,78.4949929,2.20329076986735,18172.0
2027,Medwin Hospitals,Hyderabad,TELANGANA,3.6,58.0,"9FVC+FP Hyderabad, Telangana",17.3936875,78.4692429,1.3824431923599798,18172.0
2028,Aditya Hospitals,HYDERABAD,TELANGANA,3.5,514.0,"9FRJ+4F Hyderabad, Telangana",17.3903125,78.4786179,2.091699584058164,18172.0
2029,"Sathya Kidney Centre And Super 
Speciality Hospitals",HYDERABAD,TELANGANA,4.3,404.0,"CF3J+WR Hyderabad, Telangana",17.4048125,78.4794929,2.4833358504504552,18172.0
2030,Pranaam Hospital Pvt Ltd,HYDERABAD,TELANGANA,3.9,2520.0,"F8VV+W3 Madeenaguda, Telangana",17.4948125,78.3401179,2.9508412902433507,18172.0
2031,Aware Gleneagles Global Hospitals,HYDERABAD,TELANGANA,4.1,228.5,,17.4855625,78.3877429,2.134461682575174,18172.0
2032,Anupama Hospital (Hyderabad),HYDERABAD,TELANGANA,4.2,1592.0,"F9PR+64 Hyderabad, Telangana",17.4855625,78.3877429,2.9925310421610862,18172.0
2033,"Apollo Hospitals Enterprises Ltd 
Hyderguda",HYDERABAD,TELANGANA,4.7,4829.0,"9FXH+QP Hyderguda, Telangana",17.3994375,78.4767429,3.8722559721475176,18172.0
2034,Raghava Hospital,Hyderabad,TELANGANA,3.6,119.0,"CCQR+GV Hyderabad, Telangana",17.4388125,78.4396179,1.6350744295065505,18172.0
2035,Care Hospital Banjara Hills,HYDERABAD,TELANGANA,4.6,6702.0,"CC7W+PH Hyderabad, Telangana",17.4143125,78.4438679,3.937414507165622,18172.0
2036,"Malla Reddy Narayana Multispeciality 
Hospital",HYDERABAD,TELANGANA,4.4,6665.0,"GCVM+H9 Hyderabad, Telangana",17.5439375,78.4308679,3.7608363421823463,18172.0
2037,Sai Venkateshwara Hospital,Hyderabad,TELANGANA,2.9,62.0,"8GVH+QX Kharmanghat, Telangana",17.3444375,78.5273679,1.119116088175548,18172.0
2038,Ankura Hospital(Kukatpally),HYDERABAD,TELANGANA,4.4,3508.0,"FCQ5+9W Hyderabad, Telangana",17.4884375,78.4072429,3.481754650469812,18172.0
2039,Dharani Hospital (Hyderabad),HYDERABAD,TELANGANA,3.0,45.0,"9CMP+FM Hyderabad, Telangana",17.3836875,78.4341179,1.0668106901477148,18172.0
2040,Adr Hospital,HYDERABAD,TELANGANA,3.4,187.0,"FG5Q+85 Hyderabad, Telangana",17.4583125,78.5353679,1.69131048120767,18172.0
2041,Xenia Hospitals,Hyderabad,TELANGANA,3.8,199.0,"FHFC+3H Hyderabad, Telangana",17.4726875,78.5688679,1.9215897136803477,18172.0
2042,LivLife Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.4,106.0,"C9QX+6M Hyderabad, Telangana",17.4380625,78.3966179,1.9637807468191375,18172.0
2043,Omega Hospitals,HYDERABAD,TELANGANA,4.3,765.0,"C9P8+HX Hyderabad, Telangana",17.4364375,78.3648679,2.754207274843182,18172.0
2044,Kakatiya Hospitals,HYDERABAD,TELANGANA,4.4,623.0,"CH5X+J9 Hyderabad, Telangana",17.4090625,78.5958679,2.7306800488565925,18172.0
2045,Matrix Hospital,HYDERABAD,TELANGANA,3.3,312.0,"CG2R+24 Hyderabad, Telangana",17.4000625,78.5377429,1.8058289755791244,18172.0
2046,Hope Children'S Hospital,HYDERABAD,TELANGANA,4.4,701.0,"CF4F+H9 Hyderabad, Telangana",17.4064375,78.4708679,2.781905946175822,18172.0
2047,Matrika Dr. Kalpana's Hospital,HYDERABAD,TELANGANA,3.7,215.0,"CFG6+X7 Hyderabad, Telangana",17.4274375,78.4581179,1.8973652186116463,18172.0
2048,The Deccan Hospital,HYDERABAD,TELANGANA,4.8,2778.0,"CFF4+V5 Hyderabad, Telangana",17.4246875,78.4528679,3.693844398798357,18172.0
2049,Star Hospitals,HYDERABAD,TELANGANA,4.7,7694.0,"CC8W+76 Hyderabad, Telangana",17.4156875,78.4429929,4.088617934146426,18172.0
2050,Spark Hospital,HYDERABAD,TELANGANA,2.8,241.0,"CH3M+43 Hyderabad, Telangana",17.4028125,78.5801179,1.4506353654582986,18172.0
2051,"NEO BBC new Born And Childrens 
Hospital",HYDERABAD,TELANGANA,3.4,227.0,"CG35+8X Hyderabad, Telangana",17.4033125,78.5073679,1.7561401127537994,18172.0
2052,Omni Hospital,HYDERABAD,TELANGANA,4.5,804.0,"CFF4+WJ Hyderabad, Telangana",17.4248125,78.4539929,2.9075855506349177,18172.0
2053,Pace Hospitals,HYDERABAD,TELANGANA,4.5,8345.0,"C9WM+QM Hyderabad, Telangana",17.4469375,78.3816179,3.947841784445586,18172.0
2054,Aster Prime Hospitals,HYDERABAD,TELANGANA,4.9,23334.0,"CCQW+2C Hyderabad, Telangana",17.4375625,78.4434929,4.802835899118942,18172.0
2055,Ravi Hospital (Hyderabad),Hyderabad,TELANGANA,4.5,211.0,"F9MX+P9 Hyderabad, Telangana",17.4843125,78.3958679,2.314105897829094,18172.0
2056,Krishna Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,38.0,"9HW6+X4 Hyderabad, Telangana",17.3974375,78.5577429,1.1627085450887724,18172.0
2057,GBR Hospital,HYDERABAD,TELANGANA,4.3,292.0,"9G9M+JV Hyderabad, Telangana",17.3690625,78.5321179,2.345746535866368,18172.0
2058,Eashwar Lakshmi Hospital,HYDERABAD,TELANGANA,2.8,47.0,"CF6Q+PH Hyderabad, Telangana",17.4118125,78.4863679,1.0029014136965697,18172.0
2059,Ravi Helios Hospital,HYDERABAD,TELANGANA,3.3,85.0,"CF6M+F5 Hyderabad, Telangana",17.4111875,78.4803679,1.384440973755391,18172.0
2060,Ramdev Rao Memorial General Hospital,HYDERABAD,TELANGANA,3.9,1060.0,"FCR4+4Q Hyderabad, Telangana",17.4903125,78.4043679,2.6172170274626514,18172.0
2061,Nova ENT Hospital,HYDERABAD,TELANGANA,4.3,580.0,"CF94+9W Hyderabad, Telangana",17.4184375,78.4547429,2.6367148129576763,18172.0
2062,Indo Us Superspeciality Hospital,HYDERABAD,TELANGANA,4.5,588.0,"9GF2+37 Hyderabad, Telangana",17.3726875,78.4981179,2.768622267368358,18172.0
2063,Kamineni Hospitals Pvt. Ltd,HYDERABAD,TELANGANA,4.4,4784.0,"9H24+M6 Hyderabad, Telangana",17.3516875,78.5529929,3.616646440461509,18172.0
2064,Ikon Hospital,HYDERABAD,TELANGANA,3.7,334.0,"F9PQ+4X Hyderabad, Telangana",17.4853125,78.3873679,2.057864866390183,18172.0
2065,Yashoda Super Sprciality Hospital,HYDERABAD,TELANGANA,4.8,29007.0,"CFF4+QM Hyderabad, Telangana",17.4244375,78.4541179,4.806670284779256,18172.0
2066,"Vijaya Marie Hospital & Education 
Society",HYDERABAD,TELANGANA,3.4,400.0,"CF54+28 Hyderabad, Telangana",17.4075625,78.4532429,1.945891997244525,18172.0
2067,SVK Hospital,HYDERABAD,TELANGANA,2.8,41.0,"GC6W+QJ Hyderabad, Telangana",17.5119375,78.4439929,0.9659445111669572,18172.0
2068,Sai Sanjeevini Hospitals,HYDERABAD,TELANGANA,3.7,496.0,"9G6V+87 Hyderabad, Telangana",17.3608125,78.5406179,2.2021289736163303,18172.0
2069,"Dr Raos ENT Super Speciality 
International Hospital",HYDERABAD,TELANGANA,4.7,11009.0,"F9QV+7X Hyderabad, Telangana",17.4881875,78.3923679,4.255042650411364,18172.0
2070,"Apollo Hospitals Enterprises Ltd(Jubilee 
Hills)",HYDERABAD,TELANGANA,4.8,31554.0,"CC87+44 Hyderabad, Telangana",17.4153125,78.4102429,4.846600641353892,18172.0
2071,Sreshta Orange Hospitals,HYDERABAD,TELANGANA,4.3,1283.0,"8HW3+2G Hyderabad, Telangana",17.3450625,78.5512429,2.973759459533776,18172.0
2072,Leela Hospital,HYDERABAD,TELANGANA,4.1,228.5,,17.4946875,78.3959929,2.134461682575174,18172.0
2073,Citizens Hospital,HYDERABAD,TELANGANA,4.1,228.5,,17.4946875,78.3959929,2.134461682575174,18172.0
2074,"Remedy Super Speciality 
Hospital(Kukatpally )",HYDERABAD,TELANGANA,4.4,1997.0,"F9VX+VC Hyderabad, Telangana",17.4946875,78.3959929,3.2368159211848364,18172.0
2075,Femina Motherhood Hospital,HYDERABAD,TELANGANA,3.9,37.0,,17.4839375,78.3907429,1.3337572704427831,18172.0
2076,Sankhya Hospitals,HYDERABAD,TELANGANA,4.5,534.0,"F9MV+H8 Hyderabad, Telangana",17.4839375,78.3907429,2.725850363758983,18172.0
2077,"Sai Siva Childrens Hospital And Poly 
Clinic",HYDERABAD,TELANGANA,4.4,143.0,"F8VF+PJ Chanda Nagar, Hyderabad, Telangana",17.4943125,78.3214929,2.092944472567587,18172.0
2078,RR Hospital,HYDERABAD,TELANGANA,5.0,776.0,"FHXV+W4 Hyderabad, Telangana",17.4998125,78.5902429,3.2207667884092968,18172.0
2079,Srikara Hospitals,HYDERABAD,TELANGANA,4.6,2009.0,"8GVX+QC L. B. Nagar, Hyderabad, Telangana",17.3444375,78.5459929,3.3897808737556567,18172.0
2080,Virinchi Hospitals Hyderabad,HYDERABAD,TELANGANA,4.4,2917.0,"CF52+6G Hyderabad, Telangana",17.4080625,78.4487429,3.401541674472911,18172.0
2081,Konark Multispeciality Hospitals,HYDERABAD,TELANGANA,3.7,265.0,"GF6G+X5 Hyderabad, Telangana",17.5124375,78.4728679,1.9735159262167683,18172.0
2082,Majestic Hospital,HYDERABAD,TELANGANA,4.7,1285.0,"9CJC+2C Hyderabad, Telangana",17.3800625,78.4184929,3.257484713820156,18172.0
2083,"Sunrise Super Speciality Children's 
Hospital",HYDERABAD,TELANGANA,2.0,277.0,"9FVQ+6Q Hyderabad, Telangana",17.3930625,78.4868679,1.0440089605303509,18172.0
2084,Pragna Hospitals,HYDERABAD,TELANGANA,3.6,205.0,"CFF2+J2 Hyderabad, Telangana",17.4240625,78.4474929,1.8273656604957789,18172.0
2085,Seha Hospital,Hyderabad,TELANGANA,2.6,36.0,"CF36+MX Hyderabad, Telangana",17.4041875,78.4598679,0.8594798474442235,18172.0
2086,"Sunrise Super Speciality Children'S 
Hospital",HYDERABAD,TELANGANA,2.0,277.0,"9FVQ+6Q Hyderabad, Telangana",17.3930625,78.4868679,1.0440089605303509,18172.0
2087,Trident Hospitals,HYDERABAD,TELANGANA,3.2,126.0,"796M+2J Hyderabad, Telangana",17.2600625,78.3814929,1.4637197623378648,18172.0
2088,Little Stars Children'S Hospital,HYDERABAD,TELANGANA,4.4,1404.0,"CC8W+2M Hyderabad, Telangana",17.4150625,78.4441179,3.0836774092302486,18172.0
2089,New Life Line Multi Speciality Hospital,HYDERABAD,TELANGANA,3.3,161.0,"FHQ7+5R Secunderabad, Telangana",17.4879375,78.5619929,1.5909992658777936,18172.0
2090,"Lk Hospital Pvt Ltd Diagnostics And Poly 
Clinic",HYDERABAD,TELANGANA,4.1,228.5,,17.5160625,78.4447429,2.134461682575174,18172.0
2091,Dr Laxmans Children Hospital,HYDERABAD,TELANGANA,4.0,107.0,"GC8W+CW Hyderabad, Telangana",17.5160625,78.4447429,1.7827046500762471,18172.0
2092,Bhavya Multispeciality Hospital,HYDERABAD,TELANGANA,4.4,112.0,"9HG4+VR Hyderabad, Telangana",17.3771875,78.5544929,1.9875094010304943,18172.0
2093,Gurunanak Care Hospitals,HYDERABAD,TELANGANA,4.3,1144.0,"CF8X+54 Hyderabad, Telangana",17.4154375,78.4952429,2.925061066517193,18172.0
2094,"Dr rajashekar Reddy Laparoscopy 
Hospital",HYDERABAD,TELANGANA,4.4,273.0,"9G3W+MQ L. B. Nagar, Hyderabad, Telangana",17.3541875,78.5443679,2.372733306791857,18172.0
2095,Sreshta Sri Kamala Hospitals,HYDERABAD,TELANGANA,3.7,418.0,"9G9C+8V Hyderabad, Telangana",17.3683125,78.5196179,2.139692551635437,18172.0
2096,Krishna Hospital,HYDERABAD,TELANGANA,3.8,22.0,,17.4920625,78.3989929,1.1092105777930048,18172.0
2097,Prasad Hospital,HYDERABAD,TELANGANA,4.6,2832.0,"FCR2+RJ Hyderabad, Telangana",17.4920625,78.3989929,3.545829935674944,18172.0
2098,Shreyas Hospital,HYDERABAD,TELANGANA,4.5,1295.0,"FHH7+43 Secunderabad, Telangana",17.4778125,78.5601179,3.11939827508465,18172.0
2099,Vanaja Hospital,HYDERABAD,TELANGANA,4.1,228.5,"G834+VF Hyderabad, Telangana",17.5046875,78.3036179,2.134461682575174,18172.0
2100,Asha Hospital,HYDERABAD,TELANGANA,3.1,214.0,"CCCM+FR Hyderabad, Telangana",17.4211875,78.4319929,1.577152085508486,18172.0
2101,Sigma Hospitals,HYDERABAD,TELANGANA,3.0,49.0,,17.3390625,78.5207429,1.0915362241889952,18172.0
2102,RK Hospitals,HYDERABAD,TELANGANA,4.5,122.0,"8GQF+J8 Champapet, Telangana",17.3390625,78.5207429,2.0719548702993937,18172.0
2103,SM Hospital,HYDERABAD,TELANGANA,3.8,42.0,,17.4135625,78.4879929,1.344232298373707,18172.0
2104,Sri Narmada Hospital,HYDERABAD,TELANGANA,3.3,175.0,"CF7R+C6 Hyderabad, Telangana",17.4135625,78.4879929,1.6180362330007283,18172.0
2105,ST Theresas Hospital,HYDERABAD,TELANGANA,4.4,1994.0,"FC2Q+M2 Hyderabad, Telangana",17.4516875,78.4349929,3.236162401229734,18172.0
2106,Disha Childrens Hospital,HYDERABAD,TELANGANA,3.2,196.0,"9H34+23 Hyderabad, Telangana",17.3525625,78.5526179,1.602582306203974,18172.0
2107,Preeti Urology & Kidney Hospital,HYDERABAD,TELANGANA,4.4,2082.0,"F9RW+GQ Hyderabad, Telangana",17.4913125,78.3943679,3.254935661568421,18172.0
2108,"Lotus Hospitals For Women & Children 
(Kukatpally)",HYDERABAD,TELANGANA,4.0,1068.0,"F9RV+C7 Hyderabad, Telangana",17.4910625,78.3906179,2.689051927594339,18172.0
2109,Lotus Hospitals For Women & Children,HYDERABAD,TELANGANA,4.0,1164.0,"CF36+M9 Hyderabad, Telangana",17.4041875,78.4583679,2.723053558209648,18172.0
2110,Shine Childrens Hospital,HYDERABAD,TELANGANA,2.2,55.0,"8HX2+8R L. B. Nagar, Hyderabad, Telangana",17.4065625,78.4617429,0.806833796747873,18172.0
